orderItemId,orderId,variantId,quantity,price
247,113,27530,3,35000
248,113,84897,3,30000
249,114,212799,2,64000
250,114,183006,3,60000
251,115,22633,2,46000
252,115,151513,3,31000
253,115,34872,1,47000
254,115,60897,3,74000
255,116,99335,3,31000
256,116,231377,2,72000
257,116,5603,2,36000
258,116,95575,3,87000
259,117,51691,2,78000
260,117,210607,1,80000
261,118,164171,1,76000
262,119,188028,1,99000
263,119,104299,2,30000
264,119,81865,2,35000
265,119,135910,2,88000
266,120,82931,1,23000
267,121,212114,3,25000
268,121,78852,2,22000
269,122,116165,3,47000
270,123,219330,1,33000
271,123,36489,3,86000
272,123,43288,1,27000
273,124,212834,2,31000
274,124,53788,2,90000
275,125,216009,3,29000
276,125,85134,1,53000
277,125,115685,1,59000
278,126,99026,1,24000
279,126,170191,3,97000
280,126,36692,3,74000
281,126,99614,1,25000
282,127,143680,3,24000
283,127,38196,1,41000
284,128,95884,3,28000
285,129,208430,1,49000
286,129,177268,2,96000
287,129,127589,2,71000
288,129,86662,1,79000
289,130,108789,3,26000
290,130,211790,1,48000
291,131,14374,3,88000
292,131,80998,3,50000
293,132,238165,1,44000
294,132,115930,3,71000
295,132,42141,2,85000
296,132,151125,3,57000
297,133,146660,3,67000
298,133,232261,1,29000
299,133,135434,3,34000
300,133,67723,3,85000
301,134,138957,1,29000
302,134,180594,2,76000
303,135,188912,2,48000
304,135,133164,3,82000
305,135,219041,3,83000
306,136,185904,1,58000
307,137,111078,3,36000
308,138,60287,2,68000
309,139,36231,3,76000
310,139,236874,1,39000
311,140,122704,1,77000
312,141,228912,2,77000
313,141,123060,3,68000
314,141,13024,2,84000
315,141,32182,2,99000
316,142,74648,2,46000
317,142,205325,1,20000
318,142,195862,1,69000
319,142,177046,2,25000
320,143,207480,1,77000
321,144,225005,3,96000
322,144,143199,3,26000
323,144,93229,3,60000
324,145,215818,2,78000
325,145,141748,1,26000
326,145,147270,1,39000
327,145,3649,1,70000
328,146,132513,2,38000
329,146,121061,3,61000
330,147,59472,3,61000
331,147,154099,3,88000
332,148,27339,2,23000
333,148,159662,1,59000
334,149,154718,3,29000
335,149,25210,2,93000
336,150,111926,2,95000
337,150,59458,1,83000
338,150,34180,1,63000
339,150,220495,2,87000
340,151,236182,3,99000
341,152,208888,2,33000
342,152,142222,1,47000
343,153,70970,3,47000
344,153,70028,2,82000
345,153,120695,3,60000
346,154,204084,3,45000
347,154,129526,2,31000
348,154,197211,2,49000
349,155,80840,1,61000
350,155,862,2,78000
351,155,51448,3,49000
352,155,161787,3,87000
353,156,101829,3,55000
354,156,201145,3,33000
355,156,179533,2,46000
356,157,96205,2,37000
357,157,154544,1,84000
358,157,236031,3,80000
359,158,11019,1,38000
360,158,230715,3,60000
361,158,121376,3,46000
362,159,146473,1,68000
363,159,174271,3,95000
364,159,77708,2,39000
365,159,154326,1,70000
366,160,161427,2,38000
367,160,72079,1,86000
368,160,183337,2,55000
369,161,96463,2,42000
370,161,123175,2,33000
371,161,200560,2,34000
372,161,52227,2,32000
373,162,165076,1,79000
374,163,194745,2,74000
375,163,135011,1,68000
376,163,116971,2,76000
377,164,84905,2,71000
378,164,4795,3,67000
379,165,143542,2,56000
380,166,219866,1,30000
381,167,182924,3,64000
382,167,57332,2,31000
383,168,239872,2,86000
384,169,73122,1,35000
385,169,61416,2,34000
386,169,81413,3,37000
387,169,103572,1,67000
388,170,105212,2,90000
389,170,198248,1,38000
390,170,167923,1,72000
391,170,190599,2,61000
392,171,44993,2,48000
393,171,91450,1,39000
394,171,158433,3,94000
395,172,12386,2,94000
396,172,65243,3,68000
397,172,197718,2,28000
398,172,229902,2,74000
399,173,83667,1,30000
400,173,104855,3,47000
401,174,2393,1,34000
402,174,37252,1,84000
403,175,168414,2,23000
404,175,89056,2,61000
405,175,10920,1,89000
406,176,83847,1,49000
407,176,73699,1,58000
408,176,145480,3,78000
409,177,219015,2,64000
410,178,137357,1,93000
411,178,101161,1,76000
412,179,178944,3,46000
413,179,34650,3,58000
414,180,52584,3,43000
415,180,238939,2,48000
416,180,179555,1,39000
417,181,152959,3,55000
418,182,131676,2,86000
419,182,228699,1,72000
420,183,2277,2,84000
421,184,184937,2,32000
422,184,74300,1,78000
423,184,108689,3,39000
424,185,6000,3,37000
425,185,177912,2,35000
426,186,157456,3,70000
427,187,210044,1,73000
428,187,102541,3,76000
429,187,63943,2,63000
430,188,178143,2,37000
431,188,15518,2,36000
432,188,142005,3,86000
433,189,154152,1,90000
434,190,11344,1,74000
435,191,110319,1,80000
436,191,73333,2,90000
437,192,28667,2,57000
438,192,11921,1,60000
439,193,122819,2,38000
440,194,103539,1,93000
441,194,136757,1,21000
442,194,221037,2,76000
443,195,65951,1,97000
444,195,50012,3,53000
445,195,54340,2,85000
446,195,4073,3,76000
447,196,214417,1,55000
448,196,167687,2,52000
449,196,3725,1,63000
450,196,169713,3,63000
451,197,64263,3,45000
452,198,82663,2,28000
453,198,8659,1,90000
454,199,123436,1,60000
455,199,75951,3,85000
456,199,160156,2,33000
457,199,172852,3,94000
458,200,8492,3,63000
459,201,40522,1,36000
460,201,202805,1,59000
461,201,228165,1,42000
462,201,93251,2,28000
463,202,198841,1,39000
464,202,111228,2,91000
465,203,81518,1,36000
466,203,166976,2,41000
467,203,229991,1,60000
468,203,183971,1,22000
469,204,67891,2,84000
470,204,177269,3,98000
471,205,123339,1,50000
472,205,197783,1,74000
473,206,39724,3,64000
474,206,86194,1,78000
475,206,194142,2,31000
476,206,115906,1,36000
477,207,37916,2,22000
478,207,137097,1,72000
479,207,146129,2,45000
480,208,238047,1,28000
481,208,149932,1,84000
482,208,168723,1,35000
483,208,217512,3,65000
484,209,224501,2,73000
485,209,29308,2,22000
486,209,179627,2,79000
487,210,40558,1,72000
488,210,62662,1,55000
489,210,48423,1,20000
490,211,126068,2,88000
491,211,109121,3,22000
492,212,154340,2,23000
493,212,203471,3,31000
494,213,188258,1,67000
495,213,99931,3,46000
496,214,64688,3,92000
497,214,12652,3,92000
498,214,50537,1,38000
499,215,163164,1,65000
500,216,74527,3,29000
501,216,108317,1,50000
502,217,177988,2,84000
503,217,57933,3,86000
504,217,204400,2,70000
505,217,227172,1,62000
506,218,176591,2,59000
507,218,86593,2,92000
508,218,10799,3,84000
509,219,235742,3,20000
510,219,101391,1,99000
511,219,119854,3,46000
512,220,110217,1,38000
513,220,217158,1,77000
514,220,38689,2,78000
515,220,180664,3,60000
516,221,224393,1,38000
517,221,4251,1,72000
518,222,75355,2,27000
519,222,127568,1,52000
520,222,211343,2,30000
521,222,187383,2,44000
522,223,181905,3,42000
523,223,24756,2,25000
524,223,13822,1,33000
525,224,165028,1,74000
526,225,239027,2,27000
527,225,215738,1,49000
528,226,168397,3,47000
529,226,106499,2,26000
530,226,117630,2,45000
531,227,98590,1,21000
532,227,75564,2,29000
533,228,53691,2,56000
534,228,131274,1,51000
535,229,102243,3,71000
536,229,127181,3,48000
537,229,29949,1,23000
538,229,55115,2,92000
539,230,17972,1,37000
540,230,187560,2,75000
541,230,152710,3,92000
542,231,7864,2,32000
543,232,76787,2,50000
544,232,185469,1,62000
545,232,113644,2,85000
546,233,55816,1,46000
547,234,38080,3,26000
548,234,85369,1,40000
549,234,154142,1,20000
550,235,206455,3,86000
551,236,233632,2,74000
552,236,143047,3,99000
553,236,93702,3,84000
554,236,10808,2,26000
555,237,26758,2,85000
556,237,175349,2,68000
557,237,143762,3,84000
558,238,9729,3,73000
559,238,43217,3,97000
560,238,159350,3,89000
561,238,239909,3,81000
562,239,164688,2,65000
563,239,233490,1,79000
564,239,196108,2,28000
565,240,160973,2,81000
566,241,113712,1,78000
567,241,89660,3,38000
568,242,179422,1,60000
569,242,123646,3,78000
570,243,77612,2,25000
571,244,101576,3,47000
572,245,54397,2,80000
573,245,205442,3,88000
574,246,38825,1,28000
575,247,164625,3,97000
576,247,57472,2,64000
577,247,182444,1,31000
578,248,64797,3,74000
579,248,25113,1,22000
580,248,213079,2,52000
581,248,216547,3,89000
582,249,213939,3,78000
583,249,33044,1,55000
584,249,117792,3,93000
585,250,116032,2,33000
586,250,131415,1,54000
587,250,89534,2,60000
588,250,218967,1,97000
589,251,120426,3,73000
590,252,176684,2,84000
591,252,171842,1,23000
592,253,61127,3,72000
593,253,98163,1,99000
594,253,33886,1,37000
595,253,188074,1,85000
596,254,160217,3,58000
597,254,51835,3,74000
598,255,224818,1,30000
599,255,200519,1,99000
600,255,39053,2,88000
601,256,194690,2,93000
602,256,83078,2,62000
603,257,178797,1,77000
604,257,107316,3,61000
605,257,184322,1,51000
606,257,223355,1,58000
607,258,116302,1,26000
608,259,138270,1,30000
609,260,225384,1,37000
610,260,26229,1,37000
611,260,20904,3,24000
612,260,143712,2,47000
613,261,221014,3,69000
614,261,28289,1,85000
615,262,179670,1,35000
616,262,140815,3,28000
617,262,164498,3,40000
618,262,112587,2,56000
619,263,221641,2,32000
620,263,169623,3,72000
621,263,86849,3,56000
622,263,57711,1,99000
623,264,162937,3,70000
624,264,104403,3,88000
625,264,115464,1,93000
626,264,27410,3,37000
627,265,206292,3,75000
628,265,18800,2,97000
629,265,124331,2,44000
630,266,73414,1,63000
631,266,211949,3,24000
632,267,29383,3,54000
633,268,68597,2,58000
634,268,215082,1,97000
635,268,110665,3,41000
636,269,26968,1,54000
637,269,114565,3,51000
638,269,239041,3,83000
639,269,210828,2,47000
640,270,128358,3,69000
641,271,25171,3,79000
642,271,6702,1,29000
643,271,71531,1,85000
644,272,126135,1,29000
645,272,185254,2,78000
646,273,197186,1,81000
647,273,144800,1,88000
648,274,16636,2,23000
649,275,149170,1,52000
650,276,204605,2,32000
651,276,149212,2,73000
652,276,17748,1,34000
653,277,166763,1,42000
654,277,219727,1,23000
655,278,236245,1,63000
656,278,39761,3,57000
657,278,148701,1,75000
658,279,65151,1,80000
659,280,142070,2,22000
660,280,178528,2,57000
661,280,160686,1,60000
662,280,133798,3,66000
663,281,58516,3,68000
664,281,92470,3,99000
665,282,146244,3,92000
666,282,21423,1,98000
667,282,182838,2,86000
668,282,183265,2,40000
669,283,51683,3,94000
670,283,123797,1,87000
671,284,238088,1,70000
672,284,182824,1,25000
673,284,192825,2,25000
674,285,229449,1,77000
675,285,75383,1,22000
676,285,103892,2,86000
677,285,60448,3,95000
678,286,138115,1,75000
679,286,239061,3,43000
680,286,148506,1,51000
681,286,37456,2,26000
682,287,86796,1,85000
683,288,140839,1,69000
684,288,180148,1,23000
685,288,105694,3,73000
686,289,138945,2,72000
687,289,80138,2,79000
688,290,120189,1,25000
689,290,73870,3,67000
690,290,48455,1,49000
691,290,105936,2,48000
692,291,66740,3,81000
693,291,209488,1,96000
694,291,99648,2,95000
695,291,171262,2,92000
696,292,179143,3,49000
697,292,67309,2,88000
698,293,218738,2,32000
699,294,18732,1,43000
700,294,23029,2,86000
701,295,192093,2,94000
702,296,66484,1,85000
703,296,52472,1,27000
704,297,56360,3,85000
705,298,164690,1,62000
706,298,27494,1,77000
707,298,110943,1,91000
708,298,150059,2,69000
709,299,92073,3,56000
710,300,158040,1,91000
711,300,3692,3,62000
712,300,125816,2,71000
713,300,67365,2,20000
714,301,41998,2,36000
715,301,33945,2,81000
716,301,88586,1,46000
717,301,103064,2,63000
718,302,185870,1,34000
719,302,206152,2,74000
720,302,153035,3,26000
721,303,73113,2,71000
722,303,233623,2,74000
723,303,145731,1,57000
724,304,169296,1,92000
725,305,225603,3,62000
726,305,149897,2,20000
727,305,141589,2,23000
728,305,157121,1,91000
729,306,101460,3,97000
730,306,201454,1,37000
731,306,93240,1,88000
732,306,59563,1,52000
733,307,199748,2,50000
734,307,235269,2,21000
735,307,91144,2,36000
736,308,138703,3,29000
737,309,220391,1,85000
738,310,50058,3,95000
739,310,220181,1,34000
740,311,19258,3,48000
741,311,131964,1,90000
742,311,20507,1,62000
743,312,59617,1,83000
744,313,66693,1,97000
745,314,221626,1,68000
746,314,99581,3,25000
747,314,191586,2,25000
748,314,62528,3,81000
749,315,233829,2,97000
750,315,146580,1,57000
751,316,152726,1,25000
752,317,129077,3,69000
753,317,173188,2,95000
754,317,233293,2,64000
755,318,198981,1,66000
756,318,192924,3,25000
757,318,56530,3,59000
758,319,90633,1,92000
759,320,174460,1,25000
760,320,224377,3,75000
761,321,134586,3,33000
762,322,218787,2,27000
763,322,144782,2,23000
764,323,89488,2,75000
765,323,108552,3,39000
766,323,60028,1,47000
767,323,203162,1,86000
768,324,78936,1,45000
769,325,187934,1,49000
770,326,190522,2,24000
771,326,60219,1,96000
772,326,107514,3,37000
773,326,355,3,74000
774,327,137792,1,78000
775,327,31666,1,36000
776,327,81565,1,60000
777,327,191566,3,89000
778,328,69385,3,61000
779,328,129782,1,99000
780,329,142049,3,62000
781,330,51084,3,44000
782,330,43723,3,58000
783,330,119277,3,65000
784,331,91253,2,73000
785,331,72240,2,99000
786,331,12131,1,23000
787,332,98921,2,79000
788,332,151394,2,62000
789,332,149114,2,92000
790,333,37613,2,77000
791,333,156283,1,98000
792,333,35865,2,42000
793,334,19124,1,34000
794,334,158800,1,25000
795,334,30898,3,98000
796,335,19663,2,20000
797,335,71799,3,61000
798,335,5243,3,40000
799,336,197563,3,88000
800,336,1038,2,39000
801,336,194176,3,43000
802,337,94744,3,73000
803,337,135747,3,26000
804,338,181162,1,35000
805,338,79840,3,33000
806,338,185961,3,98000
807,338,37966,1,37000
808,339,212791,1,32000
809,339,191202,2,60000
810,340,195969,3,27000
811,341,196903,3,98000
812,342,167064,3,33000
813,342,204187,2,92000
814,343,130091,1,90000
815,343,103524,1,31000
816,343,202449,2,45000
817,343,24697,3,69000
818,344,17397,1,91000
819,344,25099,2,20000
820,344,200837,2,25000
821,345,154561,3,79000
822,345,105348,2,57000
823,345,28837,2,62000
824,346,3523,1,52000
825,346,11103,2,56000
826,347,223226,2,78000
827,348,66285,3,63000
828,349,106575,1,57000
829,349,62414,1,28000
830,349,23357,2,84000
831,350,223029,1,94000
832,350,64086,3,54000
833,350,45389,3,68000
834,350,53154,2,41000
835,351,25493,2,44000
836,352,83253,1,30000
837,352,205158,3,59000
838,352,159757,1,24000
839,352,67292,2,38000
840,353,226766,2,29000
841,354,24573,3,26000
842,354,172913,3,83000
843,354,59116,2,41000
844,354,94523,2,26000
845,355,113502,2,89000
846,355,60922,1,29000
847,355,90537,3,73000
848,356,18960,2,91000
849,357,89834,3,68000
850,358,56780,2,83000
851,358,85817,3,40000
852,358,4771,3,88000
853,359,179813,3,68000
854,359,202983,2,51000
855,360,115250,1,79000
856,360,220946,2,59000
857,360,195622,2,89000
858,361,162725,2,47000
859,361,81300,3,98000
860,361,29431,3,95000
861,362,229179,3,51000
862,362,229950,3,60000
863,362,147940,1,75000
864,362,162697,3,94000
865,363,133710,2,56000
866,364,204774,3,66000
867,364,182481,3,59000
868,364,211474,1,60000
869,364,237224,2,43000
870,365,200851,1,22000
871,365,66021,1,31000
872,365,216430,1,30000
873,366,149268,3,37000
874,366,128199,3,87000
875,367,102532,1,41000
876,367,233640,2,35000
877,367,115028,1,53000
878,368,97940,1,87000
879,369,231778,2,79000
880,369,28561,3,25000
881,369,78339,3,64000
882,370,139812,2,55000
883,371,159528,3,51000
884,372,136692,3,77000
885,373,87819,3,98000
886,374,98080,2,76000
887,374,169000,1,88000
888,374,144489,3,59000
889,375,105426,3,27000
890,375,106917,1,91000
891,375,27028,3,24000
892,375,63018,3,39000
893,376,115140,1,69000
894,376,70695,2,84000
895,376,219787,3,98000
896,377,19040,2,75000
897,378,203320,1,45000
898,378,196482,2,63000
899,379,56893,3,90000
900,379,102247,2,50000
901,380,185777,1,26000
902,381,5065,2,54000
903,381,218418,3,54000
904,382,183127,2,40000
905,382,132005,2,26000
906,382,75613,2,75000
907,382,205962,2,38000
908,383,142364,1,56000
909,383,120229,2,63000
910,383,169789,3,45000
911,383,39483,1,38000
912,384,25614,2,80000
913,384,218080,1,88000
914,385,21224,1,25000
915,386,59371,2,82000
916,386,191624,2,21000
917,386,91982,3,96000
918,386,76684,2,73000
919,387,176027,3,43000
920,387,158521,1,87000
921,387,197521,3,76000
922,388,83437,2,59000
923,388,166869,2,70000
924,388,133360,1,66000
925,389,2415,3,27000
926,389,16616,3,54000
927,390,90630,3,80000
928,390,221851,2,53000
929,390,106361,2,68000
930,390,17705,3,60000
931,391,88424,3,57000
932,391,56404,3,35000
933,392,27310,2,32000
934,392,205569,3,39000
935,392,235786,3,48000
936,393,61174,2,80000
937,393,226703,2,78000
938,393,219454,2,98000
939,394,63784,2,64000
940,394,198479,1,98000
941,394,237970,3,85000
942,395,200972,1,79000
943,395,52210,3,56000
944,396,14353,1,45000
945,396,234886,2,45000
946,396,90337,1,90000
947,397,90551,1,74000
948,397,32591,2,51000
949,397,158097,2,75000
950,397,215540,2,79000
951,398,230787,1,46000
952,398,53179,2,99000
953,399,124895,3,29000
954,400,142004,3,54000
955,400,219812,2,51000
956,400,230631,3,72000
957,401,225933,3,30000
958,401,141469,1,86000
959,402,72155,2,65000
960,402,136622,2,26000
961,403,175473,3,46000
962,404,49011,3,87000
963,404,190161,2,89000
964,405,218151,1,24000
965,406,91508,3,68000
966,406,184074,3,94000
967,406,39861,1,27000
968,406,165106,2,69000
969,407,140082,3,42000
970,408,24438,3,91000
971,409,10341,2,53000
972,409,23021,2,39000
973,409,96067,3,49000
974,410,239924,2,40000
975,410,180202,2,58000
976,411,236858,1,39000
977,412,34856,1,92000
978,413,124127,1,60000
979,414,227876,2,93000
980,414,31177,2,75000
981,414,236850,2,41000
982,415,191994,3,60000
983,415,32952,2,50000
984,415,218600,1,44000
985,415,170360,2,45000
986,416,184244,2,22000
987,417,37510,3,63000
988,417,143537,1,50000
989,417,50455,3,85000
990,418,238522,3,74000
991,418,157185,1,53000
992,419,34016,2,87000
993,419,61323,1,60000
994,419,143658,1,65000
995,419,156621,3,25000
996,420,87955,1,32000
997,421,83370,2,30000
998,421,104580,2,72000
999,421,163126,2,95000
1000,422,19467,3,36000
1001,422,201892,3,67000
1002,423,103853,3,88000
1003,423,45725,2,55000
1004,423,176005,3,30000
1005,423,47761,3,26000
1006,424,66157,3,81000
1007,425,5303,3,63000
1008,425,236159,2,94000
1009,426,208864,1,51000
1010,426,193187,3,64000
1011,426,239788,3,87000
1012,427,75883,2,74000
1013,427,189460,2,74000
1014,428,44395,3,87000
1015,428,30936,1,28000
1016,428,118126,3,56000
1017,428,128289,2,21000
1018,429,116688,2,68000
1019,430,165515,2,38000
1020,430,227608,3,47000
1021,430,186957,1,41000
1022,430,47964,1,82000
1023,431,193893,3,74000
1024,431,17118,3,66000
1025,431,49672,3,95000
1026,432,141307,3,91000
1027,433,215332,2,30000
1028,434,132128,3,86000
1029,434,117401,2,31000
1030,434,78486,1,42000
1031,434,186395,1,50000
1032,435,235068,2,51000
1033,435,99226,3,74000
1034,435,150621,3,49000
1035,435,89838,3,63000
1036,436,217472,1,74000
1037,437,86294,1,97000
1038,438,237353,1,86000
1039,438,195095,2,24000
1040,439,212364,2,23000
1041,439,55579,1,43000
1042,439,80046,3,34000
1043,440,38759,2,74000
1044,440,93703,1,64000
1045,441,48650,1,75000
1046,441,45078,1,54000
1047,441,22383,3,49000
1048,441,70086,3,34000
1049,442,137037,3,67000
1050,442,101744,2,54000
1051,443,22996,2,53000
1052,443,118169,1,67000
1053,444,171935,2,42000
1054,444,128193,2,61000
1055,445,183884,2,63000
1056,445,85632,3,39000
1057,446,211684,1,90000
1058,446,15730,1,86000
1059,446,29432,1,58000
1060,447,42187,2,21000
1061,447,42240,3,85000
1062,448,205913,3,82000
1063,449,202221,2,39000
1064,449,219723,1,20000
1065,449,62879,1,51000
1066,450,75379,3,54000
1067,451,220137,1,29000
1068,452,66240,3,44000
1069,452,65910,2,99000
1070,452,82836,2,74000
1071,453,142536,1,56000
1072,453,68303,2,26000
1073,453,59067,3,42000
1074,454,82899,3,74000
1075,455,48539,2,46000
1076,455,205579,3,66000
1077,455,193174,3,37000
1078,456,5745,2,58000
1079,457,147843,2,67000
1080,458,45775,3,70000
1081,458,154554,2,73000
1082,458,151507,1,43000
1083,458,167308,2,26000
1084,459,80932,2,20000
1085,460,154814,1,41000
1086,461,184681,2,53000
1087,461,162256,3,23000
1088,462,214816,1,37000
1089,462,159489,1,20000
1090,462,200732,3,23000
1091,462,191097,3,46000
1092,463,113103,3,99000
1093,464,204066,2,65000
1094,464,83849,3,46000
1095,464,159232,2,82000
1096,465,160171,1,69000
1097,466,19022,2,45000
1098,466,22881,1,60000
1099,466,222031,3,57000
1100,466,160406,3,77000
1101,467,40035,1,73000
1102,468,27559,1,64000
1103,468,230896,1,29000
1104,468,134286,1,70000
1105,469,128028,2,89000
1106,469,217548,2,67000
1107,470,152454,1,49000
1108,470,169283,2,34000
1109,470,94286,3,43000
1110,471,192914,1,88000
1111,471,150866,3,90000
1112,471,11947,1,95000
1113,471,137666,2,49000
1114,472,164717,2,71000
1115,472,186764,3,51000
1116,472,22665,2,41000
1117,473,72884,3,25000
1118,473,239026,2,85000
1119,473,35262,2,74000
1120,473,219115,3,82000
1121,474,164507,1,97000
1122,474,167490,2,84000
1123,474,24921,1,67000
1124,475,228711,2,31000
1125,476,173090,1,54000
1126,477,5660,1,45000
1127,478,231184,3,57000
1128,478,223294,1,23000
1129,479,107080,2,62000
1130,479,26769,3,72000
1131,480,95664,3,91000
1132,480,212726,1,84000
1133,481,81579,2,81000
1134,481,210262,1,93000
1135,481,75750,2,45000
1136,482,176871,1,78000
1137,482,155406,3,53000
1138,482,9531,3,84000
1139,483,174991,1,22000
1140,483,208852,3,51000
1141,484,11675,2,76000
1142,484,120515,1,69000
1143,485,123873,1,47000
1144,485,76849,3,47000
1145,485,231204,1,47000
1146,485,221752,3,49000
1147,486,23452,2,91000
1148,486,24435,1,23000
1149,487,106046,2,83000
1150,487,215434,1,75000
