variantID,productID,size,color,priceVariant,stock
99,5,XL,Blue,43700,34,
100,5,XL,Gray,32300,36,
101,6,S,Black,27200,38,
102,6,S,White,22099,18,
103,6,S,Red,45900,26,
104,6,S,Blue,45900,25,
105,6,S,Gray,28900,47,
106,6,M,Black,22099,50,
107,6,M,White,25500,13,
108,6,M,Red,17000,22,
109,6,M,Blue,45900,54,
110,6,M,Gray,25500,45,
111,6,L,Black,37400,55,
112,6,L,White,51000,33,
113,6,L,Red,35700,29,
114,6,L,Blue,22099,22,
115,6,L,Gray,22099,36,
116,6,XL,Black,22099,49,
117,6,XL,White,23800,35,
118,6,XL,Red,30600,32,
119,6,XL,Blue,40800,54,
120,6,XL,Gray,28900,11,
121,7,S,Black,63750,45,
122,7,S,White,68000,36,
123,7,S,Red,72250,41,
124,7,S,Blue,59499,26,
125,7,S,Gray,68000,49,
126,7,M,Black,106250,19,
127,7,M,White,55249,13,
128,7,M,Red,93500,33,
129,7,M,Blue,110500,25,
130,7,M,Gray,42500,48,
131,7,L,Black,114750,48,
132,7,L,White,72250,47,
133,7,L,Red,106250,16,
134,7,L,Blue,80750,12,
135,7,L,Gray,118999,26,
136,7,XL,Black,127500,30,
137,7,XL,White,72250,55,
138,7,XL,Red,51000,29,
139,7,XL,Blue,72250,18,
140,7,XL,Gray,127500,42,
141,8,S,Black,15300,19,
142,8,S,White,8500,26,
143,8,S,Red,22100,45,
144,8,S,Blue,19550,45,
145,8,S,Gray,9350,13,
146,8,M,Black,11049,56,
147,8,M,White,25500,43,
148,8,M,Red,13600,26,
149,8,M,Blue,16150,52,
150,8,M,Gray,14450,42,
151,8,L,Black,8500,21,
152,8,L,White,9350,19,
153,8,L,Red,15300,12,
154,8,L,Blue,12750,42,
155,8,L,Gray,18700,12,
156,8,XL,Black,21250,18,
157,8,XL,White,16150,10,
158,8,XL,Red,22950,58,
159,8,XL,Blue,11049,57,
160,8,XL,Gray,25500,15,
161,9,S,Black,74100,59,
162,9,S,White,82650,17,
163,9,S,Red,68400,25,
164,9,S,Blue,28500,18,
165,9,S,Gray,45600,39,
166,9,M,Black,45600,14,
167,9,M,White,71250,40,
168,9,M,Red,65550,19,
169,9,M,Blue,37049,18,
170,9,M,Gray,54150,40,
171,9,L,Black,37049,50,
172,9,L,White,39900,17,
173,9,L,Red,62700,40,
174,9,L,Blue,76950,26,
175,9,L,Gray,65550,11,
176,9,XL,Black,85500,36,
177,9,XL,White,28500,49,
178,9,XL,Red,31350,57,
179,9,XL,Blue,37049,40,
180,9,XL,Gray,59850,48,
181,10,S,Black,54000,30,
182,10,S,White,50400,24,
183,10,S,Red,52200,50,
184,10,S,Blue,18000,36,
185,10,S,Gray,50400,11,
186,10,M,Black,28800,39,
187,10,M,White,27000,19,
188,10,M,Red,21600,17,
189,10,M,Blue,48600,14,
190,10,M,Gray,41400,40,
191,10,L,Black,18000,31,
192,10,L,White,39600,53,
193,10,L,Red,19800,58,
194,10,L,Blue,41400,32,
195,10,L,Gray,28800,32,
196,10,XL,Black,27000,33,
197,10,XL,White,45000,56,
198,10,XL,Red,30600,49,
199,10,XL,Blue,34200,10,
200,10,XL,Gray,50400,55,
201,11,S,Black,20500,35,
202,11,S,White,22550,36,
203,11,S,Red,38950,58,
204,11,S,Blue,59450,44,
205,11,S,Gray,26649,21,
206,11,M,Black,34850,51,
207,11,M,White,34850,21,
208,11,M,Red,32800,41,
209,11,M,Blue,59450,43,
210,11,M,Gray,20500,23,
211,11,L,Black,49200,48,
212,11,L,White,30750,54,
213,11,L,Red,30750,54,
214,11,L,Blue,51250,16,
215,11,L,Gray,47149,40,
216,11,XL,Black,53300,30,
217,11,XL,White,24600,25,
218,11,XL,Red,57399,13,
219,11,XL,Blue,34850,41,
220,11,XL,Gray,43050,41,
221,12,S,Black,25650,14,
222,12,S,White,15200,47,
223,12,S,Red,23750,53,
224,12,S,Blue,18050,17,
225,12,S,Gray,26600,36,
226,12,M,Black,9500,29,
227,12,M,White,14250,16,
228,12,M,Red,15200,51,
229,12,M,Blue,28500,59,
230,12,M,Gray,9500,27,
231,12,L,Black,23750,26,
232,12,L,White,15200,16,
233,12,L,Red,27550,56,
234,12,L,Blue,20900,48,
235,12,L,Gray,11400,41,
236,12,XL,Black,25650,13,
237,12,XL,White,23750,52,
238,12,XL,Red,10450,57,
239,12,XL,Blue,25650,53,
240,12,XL,Gray,21850,11,
241,13,S,Black,34000,46,
242,13,S,White,98600,12,
243,13,S,Red,44199,27,
244,13,S,Blue,85000,48,
245,13,S,Gray,81600,27,
246,13,M,Black,98600,31,
247,13,M,White,40800,54,
248,13,M,Red,81600,49,
249,13,M,Blue,85000,12,
250,13,M,Gray,40800,41,
251,13,L,Black,61200,10,
252,13,L,White,54400,55,
253,13,L,Red,37400,29,
254,13,L,Blue,78200,57,
255,13,L,Gray,81600,59,
256,13,XL,Black,51000,24,
257,13,XL,White,88400,15,
258,13,XL,Red,37400,53,
259,13,XL,Blue,95200,14,
260,13,XL,Gray,37400,31,
261,14,S,Black,15600,52,
262,14,S,White,10400,18,
263,14,S,Red,9750,26,
264,14,S,Blue,14949,40,
265,14,S,Gray,7800,53,
266,14,M,Black,10400,41,
267,14,M,White,15600,46,
268,14,M,Red,19500,11,
269,14,M,Blue,15600,46,
270,14,M,Gray,13650,58,
271,14,L,Black,10400,54,
272,14,L,White,19500,34,
273,14,L,Red,16900,39,
274,14,L,Blue,13650,17,
275,14,L,Gray,9100,20,
276,14,XL,Black,13650,15,
277,14,XL,White,18200,59,
278,14,XL,Red,7800,58,
279,14,XL,Blue,11700,29,
280,14,XL,Gray,7800,47,
281,15,S,Black,67200,29,
282,15,S,White,42000,44,
283,15,S,Red,117599,17,
284,15,S,Blue,71400,22,
285,15,S,Gray,67200,13,
286,15,M,Black,117599,45,
287,15,M,White,109200,50,
288,15,M,Red,63000,44,
289,15,M,Blue,121800,20,
290,15,M,Gray,54599,24,
291,15,L,Black,109200,33,
292,15,L,White,121800,46,
293,15,L,Red,117599,54,
294,15,L,Blue,46200,29,
295,15,L,Gray,58799,28,
296,15,XL,Black,96599,45,
297,15,XL,White,92400,58,
298,15,XL,Red,50400,50,
299,15,XL,Blue,58799,52,
300,15,XL,Gray,105000,32,
301,16,S,Black,141000,10,
302,16,S,White,141000,58,
303,16,S,Red,131600,16,
304,16,S,Blue,70500,19,
305,16,S,Gray,56400,24,
306,16,M,Black,141000,35,
307,16,M,White,103400,55,
308,16,M,Red,98700,53,
309,16,M,Blue,117500,44,
310,16,M,Gray,136300,54,
311,16,L,Black,47000,45,
312,16,L,White,126900,24,
313,16,L,Red,51700,41,
314,16,L,Blue,51700,20,
315,16,L,Gray,131600,33,
316,16,XL,Black,131600,47,
317,16,XL,White,56400,40,
318,16,XL,Red,47000,16,
319,16,XL,Blue,131600,20,
320,16,XL,Gray,61099,26,
321,17,S,Black,10800,17,
322,17,S,White,10200,26,
323,17,S,Red,7200,56,
324,17,S,Blue,17400,13,
325,17,S,Gray,6000,37,
326,17,M,Black,13200,47,
327,17,M,White,16200,30,
328,17,M,Red,10200,48,
329,17,M,Blue,9600,22,
330,17,M,Gray,7200,15,
331,17,L,Black,15600,51,
332,17,L,White,17400,23,
333,17,L,Red,8400,55,
334,17,L,Blue,6600,52,
335,17,L,Gray,16800,51,
336,17,XL,Black,13200,27,
337,17,XL,White,13799,16,
338,17,XL,Red,15000,24,
339,17,XL,Blue,7799,12,
340,17,XL,Gray,16800,21,
341,18,S,Black,92500,52,
342,18,S,White,44400,43,
343,18,S,Red,85100,25,
344,18,S,Blue,96200,36,
345,18,S,Gray,40700,50,
346,18,M,Black,85100,19,
347,18,M,White,96200,39,
348,18,M,Red,44400,41,
349,18,M,Blue,37000,22,
350,18,M,Gray,44400,59,
351,18,L,Black,66600,57,
352,18,L,White,70300,12,
353,18,L,Red,81400,58,
354,18,L,Blue,51800,44,
355,18,L,Gray,77700,21,
356,18,XL,Black,62900,15,
357,18,XL,White,99900,23,
358,18,XL,Red,96200,38,
359,18,XL,Blue,51800,39,
360,18,XL,Gray,37000,53,
361,19,S,Black,77000,30,
362,19,S,White,98000,10,
363,19,S,Red,84000,28,
364,19,S,Blue,49000,40,
365,19,S,Gray,77000,13,
366,19,M,Black,35000,27,
367,19,M,White,38500,13,
368,19,M,Red,63000,20,
369,19,M,Blue,105000,20,
370,19,M,Gray,63000,50,
371,19,L,Black,52500,12,
372,19,L,White,45499,53,
373,19,L,Red,105000,19,
374,19,L,Blue,101500,59,
375,19,L,Gray,49000,17,
376,19,XL,Black,105000,35,
377,19,XL,White,101500,57,
378,19,XL,Red,73500,41,
379,19,XL,Blue,35000,50,
380,19,XL,Gray,73500,33,
381,20,S,Black,45150,47,
382,20,S,White,55900,52,
383,20,S,Red,53750,39,
384,20,S,Blue,25800,18,
385,20,S,Gray,38700,10,
386,20,M,Black,32250,55,
387,20,M,White,30099,45,
388,20,M,Red,60199,31,
389,20,M,Blue,60199,11,
390,20,M,Gray,23650,36,
391,20,L,Black,47300,19,
392,20,L,White,64500,51,
393,20,L,Red,58050,35,
394,20,L,Blue,49449,43,
395,20,L,Gray,58050,26,
396,20,XL,Black,62350,36,
397,20,XL,White,47300,45,
398,20,XL,Red,30099,27,
399,20,XL,Blue,45150,54,
400,20,XL,Gray,53750,45,
401,21,S,Black,136500,36,
402,21,S,White,63699,24,
403,21,S,Red,95550,39,
404,21,S,Blue,54600,20,
405,21,S,Gray,63699,58,
406,21,M,Black,81900,41,
407,21,M,White,113750,15,
408,21,M,Red,72800,33,
409,21,M,Blue,81900,57,
410,21,M,Gray,104649,27,
411,21,L,Black,86450,18,
412,21,L,White,136500,50,
413,21,L,Red,95550,45,
414,21,L,Blue,68250,59,
415,21,L,Gray,45500,36,
416,21,XL,Black,122850,27,
417,21,XL,White,113750,48,
418,21,XL,Red,131950,21,
419,21,XL,Blue,54600,43,
420,21,XL,Gray,104649,13,
421,22,S,Black,59149,55,
422,22,S,White,77350,38,
423,22,S,Red,100100,10,
424,22,S,Blue,86450,24,
425,22,S,Gray,77350,13,
426,22,M,Black,63699,56,
427,22,M,White,59149,26,
428,22,M,Red,77350,47,
429,22,M,Blue,45500,34,
430,22,M,Gray,77350,14,
431,22,L,Black,86450,34,
432,22,L,White,127399,48,
433,22,L,Red,122850,37,
434,22,L,Blue,95550,34,
435,22,L,Gray,86450,26,
436,22,XL,Black,100100,43,
437,22,XL,White,131950,47,
438,22,XL,Red,104649,36,
439,22,XL,Blue,50050,13,
440,22,XL,Gray,122850,38,
441,23,S,Black,37800,43,
442,23,S,White,28800,32,
443,23,S,Red,27000,20,
444,23,S,Blue,39600,40,
445,23,S,Gray,32400,24,
446,23,M,Black,34200,28,
447,23,M,White,23399,16,
448,23,M,Red,32400,43,
449,23,M,Blue,25200,22,
450,23,M,Gray,41400,34,
451,23,L,Black,41400,47,
452,23,L,White,54000,20,
453,23,L,Red,27000,25,
454,23,L,Blue,50400,35,
455,23,L,Gray,25200,19,
456,23,XL,Black,18000,12,
457,23,XL,White,21600,15,
458,23,XL,Red,23399,28,
459,23,XL,Blue,21600,35,
460,23,XL,Gray,50400,28,
461,24,S,Black,22500,36,
462,24,S,White,47250,55,
463,24,S,Red,62999,48,
464,24,S,Blue,42750,20,
465,24,S,Gray,40500,58,
466,24,M,Black,40500,14,
467,24,M,White,24750,51,
468,24,M,Red,60750,21,
469,24,M,Blue,51749,14,
470,24,M,Gray,31499,34,
471,24,L,Black,42750,39,
472,24,L,White,24750,59,
473,24,L,Red,31499,12,
474,24,L,Blue,36000,40,
475,24,L,Gray,31499,13,
476,24,XL,Black,29249,26,
477,24,XL,White,51749,31,
478,24,XL,Red,22500,24,
479,24,XL,Blue,42750,58,
480,24,XL,Gray,38250,45,
481,25,S,Black,19500,39,
482,25,S,White,27300,17,
483,25,S,Red,44850,42,
484,25,S,Blue,52650,44,
485,25,S,Gray,42900,34,
486,25,M,Black,42900,37,
487,25,M,White,40950,49,
488,25,M,Red,29250,51,
489,25,M,Blue,52650,10,
490,25,M,Gray,35100,27,
491,25,L,Black,23400,13,
492,25,L,White,54600,36,
493,25,L,Red,31200,31,
494,25,L,Blue,27300,33,
495,25,L,Gray,46800,24,
496,25,XL,Black,46800,13,
497,25,XL,White,27300,46,
498,25,XL,Red,44850,57,
499,25,XL,Blue,31200,45,
500,25,XL,Gray,21450,19,
501,26,S,Black,23750,34,
502,26,S,White,23750,29,
503,26,S,Red,26250,40,
504,26,S,Blue,17500,40,
505,26,S,Gray,27500,26,
506,26,M,Black,36250,45,
507,26,M,White,16249,52,
508,26,M,Red,17500,42,
509,26,M,Blue,37500,42,
510,26,M,Gray,30000,53,
511,26,L,Black,23750,58,
512,26,L,White,33750,50,
513,26,L,Red,21250,30,
514,26,L,Blue,28749,32,
515,26,L,Gray,18750,32,
516,26,XL,Black,33750,54,
517,26,XL,White,36250,22,
518,26,XL,Red,31250,19,
519,26,XL,Blue,17500,18,
520,26,XL,Gray,18750,12,
521,27,S,Black,16099,16,
522,27,S,White,18200,34,
523,27,S,Red,10500,13,
524,27,S,Blue,8400,44,
525,27,S,Gray,16099,49,
526,27,M,Black,16800,53,
527,27,M,White,11200,41,
528,27,M,Red,18200,48,
529,27,M,Blue,11900,51,
530,27,M,Gray,11200,18,
531,27,L,Black,12600,13,
532,27,L,White,18200,32,
533,27,L,Red,20300,11,
534,27,L,Blue,16800,52,
535,27,L,Gray,18200,32,
536,27,XL,Black,8400,18,
537,27,XL,White,7700,17,
538,27,XL,Red,7000,35,
539,27,XL,Blue,7000,10,
540,27,XL,Gray,11200,55,
541,28,S,Black,18750,19,
542,28,S,White,31250,49,
543,28,S,Red,13750,14,
544,28,S,Blue,37500,14,
545,28,S,Gray,22500,16,
546,28,M,Black,33750,28,
547,28,M,White,28749,21,
548,28,M,Red,26250,26,
549,28,M,Blue,21250,23,
550,28,M,Gray,13750,22,
551,28,L,Black,33750,45,
552,28,L,White,22500,43,
553,28,L,Red,12500,22,
554,28,L,Blue,21250,21,
555,28,L,Gray,37500,24,
556,28,XL,Black,36250,23,
557,28,XL,White,23750,54,
558,28,XL,Red,18750,17,
559,28,XL,Blue,16249,54,
560,28,XL,Gray,33750,49,
561,29,S,Black,50700,46,
562,29,S,White,19500,51,
563,29,S,Red,56550,25,
564,29,S,Blue,58500,51,
565,29,S,Gray,56550,58,
566,29,M,Black,40950,30,
567,29,M,White,56550,59,
568,29,M,Red,40950,58,
569,29,M,Blue,33150,56,
570,29,M,Gray,44850,51,
571,29,L,Black,29250,41,
572,29,L,White,37050,13,
573,29,L,Red,23400,55,
574,29,L,Blue,33150,30,
575,29,L,Gray,19500,27,
576,29,XL,Black,44850,29,
577,29,XL,White,23400,35,
578,29,XL,Red,35100,13,
579,29,XL,Blue,27300,37,
580,29,XL,Gray,33150,27,
581,30,S,Black,50750,42,
582,30,S,White,49000,30,
583,30,S,Red,47250,18,
584,30,S,Blue,42000,47,
585,30,S,Gray,31500,53,
586,30,M,Black,40250,46,
587,30,M,White,52500,21,
588,30,M,Red,29750,50,
589,30,M,Blue,21000,29,
590,30,M,Gray,36750,41,
591,30,L,Black,29750,42,
592,30,L,White,31500,48,
593,30,L,Red,47250,46,
594,30,L,Blue,28000,52,
595,30,L,Gray,52500,14,
596,30,XL,Black,36750,55,
597,30,XL,White,49000,29,
598,30,XL,Red,31500,19,
599,30,XL,Blue,24500,59,
600,30,XL,Gray,26250,40,
601,31,S,Black,53400,20,
602,31,S,White,62299,38,
603,31,S,Red,97900,34,
604,31,S,Blue,102349,27,
605,31,S,Gray,93450,15,
606,31,M,Black,44500,21,
607,31,M,White,129050,48,
608,31,M,Red,97900,51,
609,31,M,Blue,97900,24,
610,31,M,Gray,102349,53,
611,31,L,Black,124599,22,
612,31,L,White,124599,13,
613,31,L,Red,66750,49,
614,31,L,Blue,53400,43,
615,31,L,Gray,75650,11,
616,31,XL,Black,71200,57,
617,31,XL,White,48950,13,
618,31,XL,Red,84550,28,
619,31,XL,Blue,57849,33,
620,31,XL,Gray,133500,26,
621,32,S,Black,9750,48,
622,32,S,White,9100,50,
623,32,S,Red,13650,19,
624,32,S,Blue,19500,35,
625,32,S,Gray,18200,43,
626,32,M,Black,16250,25,
627,32,M,White,18850,37,
628,32,M,Red,11050,55,
629,32,M,Blue,19500,58,
630,32,M,Gray,17550,22,
631,32,L,Black,15600,42,
632,32,L,White,18200,57,
633,32,L,Red,11700,56,
634,32,L,Blue,19500,22,
635,32,L,Gray,18850,38,
636,32,XL,Black,13650,51,
637,32,XL,White,10400,42,
638,32,XL,Red,16900,48,
639,32,XL,Blue,11050,43,
640,32,XL,Gray,9750,50,
641,33,S,Black,82450,58,
642,33,S,White,67900,53,
643,33,S,Red,53350,41,
644,33,S,Blue,140650,23,
645,33,S,Gray,48500,48,
646,33,M,Black,48500,32,
647,33,M,White,63049,11,
648,33,M,Red,58200,53,
649,33,M,Blue,106700,37,
650,33,M,Gray,72750,49,
651,33,L,Black,140650,38,
652,33,L,White,101850,22,
653,33,L,Red,140650,32,
654,33,L,Blue,67900,39,
655,33,L,Gray,67900,21,
656,33,XL,Black,92150,30,
657,33,XL,White,77600,30,
658,33,XL,Red,126100,49,
659,33,XL,Blue,58200,57,
660,33,XL,Gray,48500,14,
661,34,S,Black,65800,57,
662,34,S,White,126900,14,
663,34,S,Red,112800,35,
664,34,S,Blue,61099,54,
665,34,S,Gray,122200,55,
666,34,M,Black,47000,22,
667,34,M,White,56400,22,
668,34,M,Red,108099,25,
669,34,M,Blue,98700,56,
670,34,M,Gray,126900,52,
671,34,L,Black,47000,41,
672,34,L,White,117500,52,
673,34,L,Red,61099,23,
674,34,L,Blue,47000,18,
675,34,L,Gray,65800,32,
676,34,XL,Black,56400,53,
677,34,XL,White,47000,54,
678,34,XL,Red,79900,36,
679,34,XL,Blue,131600,24,
680,34,XL,Gray,108099,34,
681,35,S,Black,73700,14,
682,35,S,White,40200,54,
683,35,S,Red,93800,29,
684,35,S,Blue,70350,43,
685,35,S,Gray,60300,29,
686,35,M,Black,50250,50,
687,35,M,White,70350,44,
688,35,M,Red,77050,29,
689,35,M,Blue,93800,20,
690,35,M,Gray,40200,41,
691,35,L,Black,80400,27,
692,35,L,White,100500,13,
693,35,L,Red,63650,16,
694,35,L,Blue,80400,55,
695,35,L,Gray,53600,24,
696,35,XL,Black,73700,51,
697,35,XL,White,33500,29,
698,35,XL,Red,53600,58,
699,35,XL,Blue,36850,15,
700,35,XL,Gray,100500,56,
701,36,S,Black,24149,34,
702,36,S,White,26250,19,
703,36,S,Red,19950,14,
704,36,S,Blue,25200,35,
705,36,S,Gray,13649,36,
706,36,M,Black,30450,32,
707,36,M,White,27300,30,
708,36,M,Red,11550,26,
709,36,M,Blue,24149,51,
710,36,M,Gray,13649,37,
711,36,L,Black,11550,50,
712,36,L,White,14699,11,
713,36,L,Red,26250,20,
714,36,L,Blue,27300,13,
715,36,L,Gray,27300,29,
716,36,XL,Black,17850,17,
717,36,XL,White,24149,23,
718,36,XL,Red,17850,45,
719,36,XL,Blue,18900,10,
720,36,XL,Gray,16800,42,
721,37,S,Black,42400,33,
722,37,S,White,47700,45,
723,37,S,Red,55650,54,
724,37,S,Blue,74200,14,
725,37,S,Gray,26500,10,
726,37,M,Black,39750,33,
727,37,M,White,50350,25,
728,37,M,Red,39750,52,
729,37,M,Blue,50350,25,
730,37,M,Gray,47700,34,
731,37,L,Black,34449,40,
732,37,L,White,29150,48,
733,37,L,Red,63600,23,
734,37,L,Blue,26500,30,
735,37,L,Gray,66250,22,
736,37,XL,Black,66250,55,
737,37,XL,White,26500,26,
738,37,XL,Red,68900,29,
739,37,XL,Blue,26500,48,
740,37,XL,Gray,60949,23,
741,38,S,Black,77500,55,
742,38,S,White,34100,42,
743,38,S,Red,49600,37,
744,38,S,Blue,83700,26,
745,38,S,Gray,40299,16,
746,38,M,Black,77500,58,
747,38,M,White,43400,17,
748,38,M,Red,58900,43,
749,38,M,Blue,93000,13,
750,38,M,Gray,74400,31,
751,38,L,Black,86800,47,
752,38,L,White,65100,57,
753,38,L,Red,37200,18,
754,38,L,Blue,31000,24,
755,38,L,Gray,52700,52,
756,38,XL,Black,80600,46,
757,38,XL,White,31000,14,
758,38,XL,Red,93000,13,
759,38,XL,Blue,43400,42,
760,38,XL,Gray,58900,51,
761,39,S,Black,48500,20,
762,39,S,White,101850,45,
763,39,S,Red,111549,11,
764,39,S,Blue,87300,39,
765,39,S,Gray,126100,19,
766,39,M,Black,126100,32,
767,39,M,White,145500,10,
768,39,M,Red,101850,24,
769,39,M,Blue,72750,38,
770,39,M,Gray,67900,28,
771,39,L,Black,82450,11,
772,39,L,White,140650,31,
773,39,L,Red,126100,58,
774,39,L,Blue,140650,24,
775,39,L,Gray,87300,45,
776,39,XL,Black,135800,41,
777,39,XL,White,77600,11,
778,39,XL,Red,145500,43,
779,39,XL,Blue,145500,20,
780,39,XL,Gray,140650,31,
781,40,S,Black,45750,53,
782,40,S,White,73200,55,
783,40,S,Red,42700,37,
784,40,S,Blue,39649,19,
785,40,S,Gray,79300,34,
786,40,M,Black,85400,36,
787,40,M,White,33550,38,
788,40,M,Red,33550,39,
789,40,M,Blue,57950,16,
790,40,M,Gray,36600,34,
791,40,L,Black,30500,53,
792,40,L,White,54900,44,
793,40,L,Red,36600,44,
794,40,L,Blue,57950,53,
795,40,L,Gray,54900,35,
796,40,XL,Black,54900,42,
797,40,XL,White,42700,27,
798,40,XL,Red,42700,27,
799,40,XL,Blue,70150,18,
800,40,XL,Gray,48800,21,
801,41,S,Black,66000,56,
802,41,S,White,114400,15,
803,41,S,Red,61599,42,
804,41,S,Blue,127600,53,
805,41,S,Gray,83600,23,
806,41,M,Black,83600,41,
807,41,M,White,105600,54,
808,41,M,Red,57199,25,
809,41,M,Blue,127600,46,
810,41,M,Gray,74800,22,
811,41,L,Black,52800,31,
812,41,L,White,105600,28,
813,41,L,Red,110000,11,
814,41,L,Blue,52800,48,
815,41,L,Gray,79200,24,
816,41,XL,Black,70400,20,
817,41,XL,White,83600,17,
818,41,XL,Red,57199,59,
819,41,XL,Blue,110000,13,
820,41,XL,Gray,70400,56,
821,42,S,Black,84000,48,
822,42,S,White,116000,12,
823,42,S,Red,104000,58,
824,42,S,Blue,40000,35,
825,42,S,Gray,68000,13,
826,42,M,Black,96000,51,
827,42,M,White,60000,17,
828,42,M,Red,51999,58,
829,42,M,Blue,100000,42,
830,42,M,Gray,56000,24,
831,42,L,Black,92000,19,
832,42,L,White,48000,53,
833,42,L,Red,48000,50,
834,42,L,Blue,100000,34,
835,42,L,Gray,64000,49,
836,42,XL,Black,48000,52,
837,42,XL,White,64000,24,
838,42,XL,Red,64000,41,
839,42,XL,Blue,108000,14,
840,42,XL,Gray,68000,55,
841,43,S,Black,100050,41,
842,43,S,White,62100,49,
843,43,S,Red,44849,36,
844,43,S,Blue,65550,10,
845,43,S,Gray,34500,25,
846,43,M,Black,48300,24,
847,43,M,White,72450,49,
848,43,M,Red,96600,37,
849,43,M,Blue,75900,34,
850,43,M,Gray,34500,42,
851,43,L,Black,65550,30,
852,43,L,White,93150,47,
853,43,L,Red,86250,10,
854,43,L,Blue,75900,30,
855,43,L,Gray,41400,19,
856,43,XL,Black,72450,40,
857,43,XL,White,41400,16,
858,43,XL,Red,93150,59,
859,43,XL,Blue,37950,33,
860,43,XL,Gray,103500,29,
861,44,S,Black,57500,45,
862,44,S,White,34500,21,
863,44,S,Red,41400,46,
864,44,S,Blue,66700,14,
865,44,S,Gray,62100,45,
866,44,M,Black,23000,10,
867,44,M,White,29899,59,
868,44,M,Red,41400,59,
869,44,M,Blue,62100,19,
870,44,M,Gray,64399,11,
871,44,L,Black,39100,10,
872,44,L,White,39100,33,
873,44,L,Red,50600,39,
874,44,L,Blue,27600,12,
875,44,L,Gray,43700,36,
876,44,XL,Black,32199,46,
877,44,XL,White,57500,40,
878,44,XL,Red,43700,39,
879,44,XL,Blue,64399,42,
880,44,XL,Gray,55200,18,
881,45,S,Black,47449,28,
882,45,S,White,43800,15,
883,45,S,Red,98550,10,
884,45,S,Blue,109500,51,
885,45,S,Gray,80300,10,
886,45,M,Black,65700,49,
887,45,M,White,51100,25,
888,45,M,Red,69350,39,
889,45,M,Blue,91250,59,
890,45,M,Gray,80300,59,
891,45,L,Black,83950,53,
892,45,L,White,87600,15,
893,45,L,Red,62050,48,
894,45,L,Blue,76650,50,
895,45,L,Gray,91250,45,
896,45,XL,Black,58400,11,
897,45,XL,White,40150,56,
898,45,XL,Red,43800,18,
899,45,XL,Blue,105850,51,
900,45,XL,Gray,76650,23,
901,46,S,Black,84000,27,
902,46,S,White,67200,10,
903,46,S,Red,44800,50,
