product_id,shop_id,name,price
P0340,S041,Product 340,379883
P0341,S042,Product 341,652441
P0342,S043,Product 342,978388
P0343,S044,Product 343,797370
P0344,S045,Product 344,391804
P0345,S046,Product 345,204662
P0346,S047,Product 346,934736
P0347,S048,Product 347,499849
P0348,S049,Product 348,695276
P0349,S050,Product 349,233633
P0350,S051,Product 350,388903
P0351,S052,Product 351,521246
P0352,S053,Product 352,431718
P0353,S054,Product 353,772695
P0354,S055,Product 354,945327
P0355,S056,Product 355,683814
P0356,S057,Product 356,382206
P0357,S058,Product 357,922625
P0358,S059,Product 358,511402
P0359,S060,Product 359,582950
P0360,S999,Product 360,754490
P0361,S062,Product 361,988278
P0362,S063,Product 362,661023
P0363,S064,Product 363,429807
P0364,S065,Product 364,526301
P0365,S066,Product 365,631198
P0366,S067,Product 366,844721
P0367,S068,Product 367,377136
P0368,S069,Product 368,531473
P0369,S070,Product 369,503889
P0370,S071,Product 370,116633
P0371,S072,Product 371,777413
P0372,S073,Product 372,645487
P0373,S074,Product 373,722301
P0374,S075,Product 374,571108
P0375,S076,Product 375,764878
P0376,S077,Product 376,346062
P0377,S078,Product 377,444487
P0378,S079,Product 378,830731
P0379,S080,Product 379,344634
P0380,S081,Product 380,684679
P0381,S082,Product 381,840585
P0382,S083,Product 382,724971
P0383,S084,Product 383,550946
P0384,S085,Product 384,245793
P0385,S086,Product 385,546073
P0386,S087,Product 386,789601
P0387,S088,Product 387,601074
P0388,S089,Product 388,221117
P0389,S090,Product 389,955018
P0390,S999,Product 390,512452
P0391,S092,Product 391,611874
P0392,S093,Product 392,717440
P0393,S094,Product 393,212203
P0394,S095,Product 394,324382
P0395,S096,Product 395,833123
P0396,S097,Product 396,188984
P0397,S098,Product 397,510158
P0398,S099,Product 398,781704
P0399,S100,Product 399,760532
P0400,S001,Product 400,807181
P0401,S002,Product 401,708676
P0402,S003,Product 402,521953
P0403,S004,Product 403,513652
P0404,S005,Product 404,673254
P0405,S006,Product 405,784643
P0406,S007,Product 406,575179
P0407,S008,Product 407,346194
P0408,S009,Product 408,468725
P0409,S010,Product 409,816329
P0410,S011,Product 410,556227
P0411,S012,Product 411,858689
P0412,S013,Product 412,589152
P0413,S014,Product 413,522554
P0414,S015,Product 414,893083
P0415,S016,Product 415,748903
P0416,S017,Product 416,709741
P0417,S018,Product 417,542021
P0418,S019,Product 418,321141
P0419,S020,Product 419,332661
P0420,S999,Product 420,927849
P0421,S022,Product 421,913926
P0422,S023,Product 422,239294
P0423,S024,Product 423,239696
P0424,S025,Product 424,454869
P0425,S026,Product 425,959684
P0426,S027,Product 426,836164
P0427,S028,Product 427,457165
P0428,S029,Product 428,755309
P0429,S030,Product 429,243642
P0430,S031,Product 430,165366
P0431,S032,Product 431,690396
P0432,S033,Product 432,882838
P0433,S034,Product 433,458451
P0434,S035,Product 434,731191
P0435,S036,Product 435,938587
P0436,S037,Product 436,405700
P0437,S038,Product 437,185582
P0438,S039,Product 438,868446
P0439,S040,Product 439,477964
P0440,S041,Product 440,650373
P0441,S042,Product 441,882978
P0442,S043,Product 442,357517
P0443,S044,Product 443,455425
P0444,S045,Product 444,780206
P0445,S046,Product 445,160986
P0446,S047,Product 446,338827
P0447,S048,Product 447,331251
P0448,S049,Product 448,512319
P0449,S050,Product 449,651553
P0450,S999,Product 450,749120
P0451,S052,Product 451,579025
P0452,S053,Product 452,987317
P0453,S054,Product 453,192185
P0454,S055,Product 454,336429
P0455,S056,Product 455,102966
P0456,S057,Product 456,802221
P0457,S058,Product 457,529189
P0458,S059,Product 458,685030
P0459,S060,Product 459,924563
P0460,S061,Product 460,651120
P0461,S062,Product 461,429767
P0462,S063,Product 462,660621
P0463,S064,Product 463,830636
P0464,S065,Product 464,730207
P0465,S066,Product 465,629380
P0466,S067,Product 466,189868
P0467,S068,Product 467,548831
P0468,S069,Product 468,942748
P0469,S070,Product 469,277187
P0470,S071,Product 470,667631
P0471,S072,Product 471,199262
P0472,S073,Product 472,538418
P0473,S074,Product 473,943572
P0474,S075,Product 474,870139
P0475,S076,Product 475,113918
P0476,S077,Product 476,558275
P0477,S078,Product 477,464077
P0478,S079,Product 478,925807
P0479,S080,Product 479,596936
P0480,S999,Product 480,250252
P0481,S082,Product 481,891824
P0482,S083,Product 482,309718
P0483,S084,Product 483,731820
P0484,S085,Product 484,339862
P0485,S086,Product 485,167752
P0486,S087,Product 486,961125
P0487,S088,Product 487,508758
P0488,S089,Product 488,617628
P0489,S090,Product 489,376786
P0490,S091,Product 490,833591
P0491,S092,Product 491,917689
P0492,S093,Product 492,990292
P0493,S094,Product 493,849721
P0494,S095,Product 494,891363
P0495,S096,Product 495,241639
P0496,S097,Product 496,546684
P0497,S098,Product 497,633113
P0498,S099,Product 498,377910
P0499,S100,Product 499,474883
P0500,S001,Product 500,600419
P0501,S002,Product 501,218277
P0502,S003,Product 502,478643
P0503,S004,Product 503,856941
P0504,S005,Product 504,212753
P0505,S006,Product 505,640293
P0506,S007,Product 506,644036
P0507,S008,Product 507,247804
P0508,S009,Product 508,318003
P0509,S010,Product 509,221783
P0510,S999,Product 510,624475
P0511,S012,Product 511,222059
P0512,S013,Product 512,279015
P0513,S014,Product 513,512501
P0514,S015,Product 514,180969
P0515,S016,Product 515,183466
P0516,S017,Product 516,763008
P0517,S018,Product 517,347095
P0518,S019,Product 518,514842
P0519,S020,Product 519,508629
P0520,S021,Product 520,390359
P0521,S022,Product 521,445359
P0522,S023,Product 522,176395
P0523,S024,Product 523,575809
P0524,S025,Product 524,280974
P0525,S026,Product 525,228691
P0526,S027,Product 526,748106
P0527,S028,Product 527,622578
P0528,S029,Product 528,369346
P0529,S030,Product 529,752408
P0530,S031,Product 530,895017
P0531,S032,Product 531,354923
P0532,S033,Product 532,311181
P0533,S034,Product 533,748697
P0534,S035,Product 534,375710
P0535,S036,Product 535,327037
P0536,S037,Product 536,453332
P0537,S038,Product 537,129207
P0538,S039,Product 538,591513
P0539,S040,Product 539,935328
P0540,S999,Product 540,668948
P0541,S042,Product 541,886106
P0542,S043,Product 542,385058
P0543,S044,Product 543,418303
P0544,S045,Product 544,754852
P0545,S046,Product 545,426902
P0546,S047,Product 546,330415
P0547,S048,Product 547,596845
P0548,S049,Product 548,451335
P0549,S050,Product 549,293225
P0550,S051,Product 550,759936
P0551,S052,Product 551,855766
P0552,S053,Product 552,615888
P0553,S054,Product 553,527008
P0554,S055,Product 554,171511
P0555,S056,Product 555,577137
P0556,S057,Product 556,268850
P0557,S058,Product 557,909338
P0558,S059,Product 558,721719
P0559,S060,Product 559,627089
P0560,S061,Product 560,403971
P0561,S062,Product 561,276196
P0562,S063,Product 562,664216
P0563,S064,Product 563,203163
P0564,S065,Product 564,575085
P0565,S066,Product 565,802787
P0566,S067,Product 566,827267
P0567,S068,Product 567,630546
P0568,S069,Product 568,169201
P0569,S070,Product 569,551440
P0570,S999,Product 570,183504
P0571,S072,Product 571,948589
P0572,S073,Product 572,815160
P0573,S074,Product 573,793341
P0574,S075,Product 574,438298
P0575,S076,Product 575,257674
P0576,S077,Product 576,373367
P0577,S078,Product 577,970102
P0578,S079,Product 578,386428
P0579,S080,Product 579,762491
P0580,S081,Product 580,481566
P0581,S082,Product 581,474531
P0582,S083,Product 582,470379
P0583,S084,Product 583,127423
P0584,S085,Product 584,901437
P0585,S086,Product 585,496681
P0586,S087,Product 586,476847
P0587,S088,Product 587,303564
P0588,S089,Product 588,248563
P0589,S090,Product 589,268945
P0590,S091,Product 590,932094
P0591,S092,Product 591,345096
P0592,S093,Product 592,919669
P0593,S094,Product 593,328768
P0594,S095,Product 594,882839
P0595,S096,Product 595,525911
P0596,S097,Product 596,385272
P0597,S098,Product 597,714565
P0598,S099,Product 598,101624
P0599,S100,Product 599,814319
P0600,S999,Product 600,870395
P0601,S002,Product 601,768498
P0602,S003,Product 602,883101
P0603,S004,Product 603,813127
P0604,S005,Product 604,588307
P0605,S006,Product 605,944290
P0606,S007,Product 606,151350
P0607,S008,Product 607,395918
P0608,S009,Product 608,584884
P0609,S010,Product 609,867352
P0610,S011,Product 610,844227
P0611,S012,Product 611,786968
P0612,S013,Product 612,243065
P0613,S014,Product 613,861768
P0614,S015,Product 614,847630
P0615,S016,Product 615,652562
P0616,S017,Product 616,850705
P0617,S018,Product 617,482767
P0618,S019,Product 618,327365
P0619,S020,Product 619,108535
P0620,S021,Product 620,293926
P0621,S022,Product 621,652892
P0622,S023,Product 622,184787
P0623,S024,Product 623,505179
P0624,S025,Product 624,576715
P0625,S026,Product 625,531122
P0626,S027,Product 626,826266
P0627,S028,Product 627,646660
P0628,S029,Product 628,387905
P0629,S030,Product 629,774694
P0630,S999,Product 630,519376
P0631,S032,Product 631,359033
P0632,S033,Product 632,662918
P0633,S034,Product 633,597923
P0634,S035,Product 634,196563
P0635,S036,Product 635,648467
P0636,S037,Product 636,357915
P0637,S038,Product 637,259149
P0638,S039,Product 638,791369
P0639,S040,Product 639,542128
P0640,S041,Product 640,991920
P0641,S042,Product 641,509346
P0642,S043,Product 642,546520
P0643,S044,Product 643,230374
P0644,S045,Product 644,588142
P0645,S046,Product 645,998684
P0646,S047,Product 646,725247
P0647,S048,Product 647,217364
P0648,S049,Product 648,862720
P0649,S050,Product 649,139732
P0650,S051,Product 650,817039
P0651,S052,Product 651,720436
P0652,S053,Product 652,658175
P0653,S054,Product 653,233569
P0654,S055,Product 654,457194
P0655,S056,Product 655,895917
P0656,S057,Product 656,221881
P0657,S058,Product 657,691005
P0658,S059,Product 658,715446
P0659,S060,Product 659,762533
P0660,S999,Product 660,334717
P0661,S062,Product 661,266568
P0662,S063,Product 662,736542
P0663,S064,Product 663,786868
P0664,S065,Product 664,643206
P0665,S066,Product 665,564038
P0666,S067,Product 666,727014
P0667,S068,Product 667,155348
P0668,S069,Product 668,576898
P0669,S070,Product 669,275907
P0670,S071,Product 670,311560
P0671,S072,Product 671,198100
P0672,S073,Product 672,286941
P0673,S074,Product 673,723319
P0674,S075,Product 674,213296
P0675,S076,Product 675,425995
P0676,S077,Product 676,762223
P0677,S078,Product 677,437157
P0678,S079,Product 678,902160
P0679,S080,Product 679,377833
P0680,S081,Product 680,480958
P0681,S082,Product 681,725021
P0682,S083,Product 682,321697
P0683,S084,Product 683,512649
P0684,S085,Product 684,527601
P0685,S086,Product 685,669249
P0686,S087,Product 686,425271
P0687,S088,Product 687,958723
P0688,S089,Product 688,911315
P0689,S090,Product 689,176069
P0690,S999,Product 690,953535
P0691,S092,Product 691,995295
P0692,S093,Product 692,917152
P0693,S094,Product 693,435951
P0694,S095,Product 694,307160
P0695,S096,Product 695,528964
P0696,S097,Product 696,628239
P0697,S098,Product 697,949022
P0698,S099,Product 698,929259
P0699,S100,Product 699,102158
P0700,S001,Product 700,271516
P0701,S002,Product 701,621512
P0702,S003,Product 702,148680
P0703,S004,Product 703,156445
P0704,S005,Product 704,406833
P0705,S006,Product 705,367355
P0706,S007,Product 706,697182
P0707,S008,Product 707,936490
P0708,S009,Product 708,437488
P0709,S010,Product 709,227716
P0710,S011,Product 710,482935
P0711,S012,Product 711,550261
P0712,S013,Product 712,383616
P0713,S014,Product 713,961646
P0714,S015,Product 714,559310
P0715,S016,Product 715,143705
P0716,S017,Product 716,523217
P0717,S018,Product 717,670179
P0718,S019,Product 718,907214
P0719,S020,Product 719,144929
P0720,S999,Product 720,890221
P0721,S022,Product 721,495598
P0722,S023,Product 722,159016
P0723,S024,Product 723,218996
P0724,S025,Product 724,395006
P0725,S026,Product 725,572448
P0726,S027,Product 726,658352
P0727,S028,Product 727,425292
P0728,S029,Product 728,168790
P0729,S030,Product 729,938961
P0730,S031,Product 730,134581
P0731,S032,Product 731,788869
P0732,S033,Product 732,733918
P0733,S034,Product 733,410207
P0734,S035,Product 734,486395
P0735,S036,Product 735,821296
P0736,S037,Product 736,760351
P0737,S038,Product 737,387826
P0738,S039,Product 738,820663
P0739,S040,Product 739,904807
P0740,S041,Product 740,444615
P0741,S042,Product 741,692832
P0742,S043,Product 742,212102
P0743,S044,Product 743,190555
P0744,S045,Product 744,793336
P0745,S046,Product 745,121387
P0746,S047,Product 746,725770
P0747,S048,Product 747,313161
P0748,S049,Product 748,494163
P0749,S050,Product 749,650152
P0750,S999,Product 750,562146
P0751,S052,Product 751,799083
P0752,S053,Product 752,530908
P0753,S054,Product 753,436412
P0754,S055,Product 754,702533
P0755,S056,Product 755,587850
P0756,S057,Product 756,839370
P0757,S058,Product 757,891807
P0758,S059,Product 758,930395
P0759,S060,Product 759,851602
P0760,S061,Product 760,849261
P0761,S062,Product 761,292226
P0762,S063,Product 762,891128
P0763,S064,Product 763,146654
P0764,S065,Product 764,540860
P0765,S066,Product 765,147340
P0766,S067,Product 766,852118
P0767,S068,Product 767,953170
P0768,S069,Product 768,590523
P0769,S070,Product 769,630848
P0770,S071,Product 770,738862
P0771,S072,Product 771,841639
P0772,S073,Product 772,507974
P0773,S074,Product 773,339227
P0774,S075,Product 774,599122
P0775,S076,Product 775,836960
P0776,S077,Product 776,115516
P0777,S078,Product 777,377337
P0778,S079,Product 778,698922
P0779,S080,Product 779,356764
P0780,S999,Product 780,975498
P0781,S082,Product 781,234359
P0782,S083,Product 782,889417
P0783,S084,Product 783,404613
P0784,S085,Product 784,493042
P0785,S086,Product 785,770867
P0786,S087,Product 786,440203
P0787,S088,Product 787,769669
P0788,S089,Product 788,253721
P0789,S090,Product 789,330063
P0790,S091,Product 790,129261
P0791,S092,Product 791,813368
P0792,S093,Product 792,370666
P0793,S094,Product 793,999061
P0794,S095,Product 794,227113
P0795,S096,Product 795,913116
P0796,S097,Product 796,211498
P0797,S098,Product 797,245876
P0798,S099,Product 798,545101
P0799,S100,Product 799,520068
P0800,S001,Product 800,891801
P0801,S002,Product 801,269705
P0802,S003,Product 802,320663
P0803,S004,Product 803,893133
P0804,S005,Product 804,326113
P0805,S006,Product 805,534713
P0806,S007,Product 806,255663
P0807,S008,Product 807,272456
P0808,S009,Product 808,755807
P0809,S010,Product 809,826106
P0810,S999,Product 810,605505
P0811,S012,Product 811,737206
P0812,S013,Product 812,650315
P0813,S014,Product 813,469073
P0814,S015,Product 814,750197
P0815,S016,Product 815,588402
P0816,S017,Product 816,411461
P0817,S018,Product 817,619030
P0818,S019,Product 818,365101
P0819,S020,Product 819,614119
P0820,S021,Product 820,943902
P0821,S022,Product 821,405813
P0822,S023,Product 822,109562
P0823,S024,Product 823,681282
P0824,S025,Product 824,352896
P0825,S026,Product 825,181741
P0826,S027,Product 826,227707
P0827,S028,Product 827,175907
P0828,S029,Product 828,871227
P0829,S030,Product 829,613787
P0830,S031,Product 830,212468
P0831,S032,Product 831,289101
P0832,S033,Product 832,145805
P0833,S034,Product 833,635345
P0834,S035,Product 834,900679
P0835,S036,Product 835,277853
P0836,S037,Product 836,941229
P0837,S038,Product 837,273119
P0838,S039,Product 838,954321
P0839,S040,Product 839,970679
P0840,S999,Product 840,786325
P0841,S042,Product 841,930323
P0842,S043,Product 842,101635
P0843,S044,Product 843,659707
P0844,S045,Product 844,614601
P0845,S046,Product 845,122205
P0846,S047,Product 846,106043
P0847,S048,Product 847,422327
P0848,S049,Product 848,204296
P0849,S050,Product 849,452139
P0850,S051,Product 850,108063
P0851,S052,Product 851,679382
P0852,S053,Product 852,962478
P0853,S054,Product 853,792436
P0854,S055,Product 854,302678
P0855,S056,Product 855,928342
P0856,S057,Product 856,520131
P0857,S058,Product 857,169584
P0858,S059,Product 858,836643
P0859,S060,Product 859,110199
P0860,S061,Product 860,854596
P0861,S062,Product 861,203204
P0862,S063,Product 862,242047
P0863,S064,Product 863,291632
P0864,S065,Product 864,746412
P0865,S066,Product 865,779196
P0866,S067,Product 866,500497
P0867,S068,Product 867,969403
P0868,S069,Product 868,872158
P0869,S070,Product 869,742096
P0870,S999,Product 870,801548
P0871,S072,Product 871,908688
P0872,S073,Product 872,743890
P0873,S074,Product 873,381737
P0874,S075,Product 874,336325
P0875,S076,Product 875,483184
P0876,S077,Product 876,293594
P0877,S078,Product 877,767453
P0878,S079,Product 878,563408
P0879,S080,Product 879,916408
P0880,S081,Product 880,359599
P0881,S082,Product 881,497397
P0882,S083,Product 882,105718
P0883,S084,Product 883,155253
P0884,S085,Product 884,754813
P0885,S086,Product 885,643984
P0886,S087,Product 886,244469
P0887,S088,Product 887,573878
P0888,S089,Product 888,556488
P0889,S090,Product 889,961697
P0890,S091,Product 890,251380
P0891,S092,Product 891,184541
P0892,S093,Product 892,901689
P0893,S094,Product 893,330452
P0894,S095,Product 894,554081
P0895,S096,Product 895,261648
P0896,S097,Product 896,390601
P0897,S098,Product 897,839054
P0898,S099,Product 898,791850
P0899,S100,Product 899,115596
P0900,S999,Product 900,616232
P0901,S002,Product 901,440657
P0902,S003,Product 902,515668
P0903,S004,Product 903,295961
P0904,S005,Product 904,820362
P0905,S006,Product 905,431774
P0906,S007,Product 906,228539
P0907,S008,Product 907,888952
P0908,S009,Product 908,977232
P0909,S010,Product 909,559317
P0910,S011,Product 910,149574
P0911,S012,Product 911,276216
P0912,S013,Product 912,342286
P0913,S014,Product 913,153241
P0914,S015,Product 914,115942
P0915,S016,Product 915,297480
P0916,S017,Product 916,414110
P0917,S018,Product 917,296431
P0918,S019,Product 918,462635
P0919,S020,Product 919,314728
P0920,S021,Product 920,693857
P0921,S022,Product 921,152004
P0922,S023,Product 922,795811
P0923,S024,Product 923,975032
P0924,S025,Product 924,806157
P0925,S026,Product 925,610670
P0926,S027,Product 926,956912
P0927,S028,Product 927,664018
P0928,S029,Product 928,395127
P0929,S030,Product 929,502699
P0930,S999,Product 930,623397
P0931,S032,Product 931,621523
