productID,shopID,name,price
181,1323,Jacket H&M,77000
182,610,Jeans Nike,83000
183,1001,Hoodie Gucci,54000
184,297,Jacket H&M,55000
185,1311,Sneakers Gucci,54000
186,1620,Backpack H&M,19000
187,666,TShirt Uniqlo,96000
188,1986,Cap Uniqlo,26000
189,1850,Sneakers Gucci,29000
190,1075,Handbag Puma,28000
191,737,Backpack Nike,18000
192,428,Jacket Puma,54000
193,1732,Jeans H&M,81000
194,897,Hoodie Gucci,52000
195,520,Jacket LouisVuitton,32000
196,1513,Handbag Zara,56000
197,1749,Sneakers Zara,71000
198,1070,Handbag LouisVuitton,88000
199,518,Jeans Nike,94000
200,953,TShirt Adidas,95000
201,71,Jacket Nike,81000
202,841,Cap Zara,63000
203,277,Jeans Gucci,93000
204,1917,Cap Adidas,51000
205,753,TShirt Puma,68000
206,245,Cap Uniqlo,11000
207,1405,Handbag LouisVuitton,68000
208,1972,Sneakers LouisVuitton,58000
209,1500,TShirt LouisVuitton,92000
210,176,Hoodie Adidas,48000
211,1494,Sneakers H&M,52000
212,1136,Cap Zara,31000
213,1521,Cap Uniqlo,33000
214,973,Backpack Adidas,65000
215,1225,TShirt Zara,70000
216,209,Jeans Zara,90000
217,1320,TShirt Puma,59000
218,970,Handbag LouisVuitton,13000
219,414,Jeans Zara,10000
220,1847,Jeans H&M,78000
221,1769,Hoodie LouisVuitton,21000
222,1641,Handbag H&M,61000
223,654,Handbag Adidas,84000
224,1379,Backpack H&M,88000
225,1326,Sneakers Uniqlo,98000
226,826,Jeans Uniqlo,68000
227,1073,Backpack Zara,68000
228,1158,Sneakers Gucci,86000
229,1614,Jeans Puma,32000
230,30,Backpack Zara,52000
231,912,Backpack Nike,78000
232,687,Jacket LouisVuitton,24000
233,882,Cap Puma,76000
234,182,Handbag Uniqlo,30000
235,339,TShirt LouisVuitton,60000
236,752,Jacket Puma,21000
237,1379,Handbag Gucci,10000
238,689,Jacket Uniqlo,67000
239,1603,Handbag Nike,29000
240,297,Cap LouisVuitton,33000
241,1033,Backpack H&M,29000
242,1104,Handbag Nike,26000
243,601,Backpack Adidas,75000
244,1403,Sneakers Nike,69000
245,268,Jeans Gucci,44000
246,964,Jeans Uniqlo,62000
247,300,Handbag Uniqlo,37000
248,1877,Backpack Gucci,12000
249,373,Jacket Nike,48000
250,1309,Jeans Uniqlo,51000
251,1462,Sneakers Zara,68000
252,41,Hoodie H&M,53000
253,205,Cap Zara,22000
254,1163,Backpack Uniqlo,98000
255,270,Hoodie Zara,47000
256,823,Jeans Puma,67000
257,1244,TShirt Adidas,46000
258,864,Sneakers Puma,91000
259,254,TShirt LouisVuitton,67000
260,1903,Cap LouisVuitton,75000
261,1947,Sneakers H&M,75000
262,1612,Jacket H&M,98000
263,1118,TShirt Nike,91000
264,1202,Jeans Zara,21000
265,882,Jacket Uniqlo,68000
266,927,Jeans Adidas,85000
267,1558,Backpack Uniqlo,18000
268,1473,Handbag Puma,81000
269,1545,TShirt Zara,99000
270,409,Handbag Puma,54000
271,1694,Sneakers Puma,33000
272,1675,Handbag Nike,49000
273,1929,Jacket Nike,80000
274,108,Jacket Nike,88000
275,1072,Hoodie LouisVuitton,41000
276,1794,TShirt LouisVuitton,26000
277,1435,Sneakers H&M,96000
278,327,TShirt Adidas,39000
279,388,Hoodie Uniqlo,48000
280,950,Jeans Adidas,28000
281,1799,Jacket H&M,78000
282,1820,Backpack Puma,17000
283,1666,Jacket Nike,40000
284,1751,Sneakers Gucci,51000
285,102,Sneakers Uniqlo,19000
286,1594,Cap Zara,26000
287,1683,TShirt Uniqlo,67000
288,1991,Handbag Gucci,24000
289,1983,Jacket Gucci,37000
290,306,Hoodie Zara,20000
291,1312,Handbag Uniqlo,26000
292,196,Jeans H&M,68000
293,381,Hoodie Puma,37000
294,1094,Cap Puma,70000
295,1984,TShirt Gucci,61000
296,577,Cap LouisVuitton,24000
297,1030,Cap LouisVuitton,99000
298,4,Hoodie Uniqlo,97000
299,1900,TShirt Nike,27000
300,1213,TShirt LouisVuitton,38000
301,1508,Cap Uniqlo,11000
302,1582,Backpack Puma,65000
303,1822,Cap H&M,35000
304,617,Jacket LouisVuitton,19000
305,1951,TShirt Puma,94000
306,1828,Backpack Gucci,92000
307,300,Hoodie Adidas,20000
308,470,Jeans Nike,26000
309,159,Backpack Zara,20000
310,615,Cap Gucci,55000
311,1681,Sneakers Gucci,22000
312,755,Handbag Adidas,57000
313,1758,Jeans Uniqlo,91000
314,903,Cap Zara,61000
315,1348,Handbag Uniqlo,51000
316,1650,Jacket Uniqlo,67000
317,1827,Jacket Adidas,93000
318,69,Sneakers Nike,81000
319,1741,Jacket H&M,81000
320,83,Backpack Gucci,55000
321,1431,Cap Zara,50000
322,1217,Jacket Zara,33000
323,262,Hoodie LouisVuitton,80000
324,438,Backpack Adidas,71000
325,595,Jacket LouisVuitton,63000
326,1852,Handbag Zara,89000
327,295,Sneakers H&M,49000
328,1149,Backpack Gucci,93000
329,1310,TShirt LouisVuitton,49000
330,1254,Backpack Adidas,83000
331,760,Handbag Adidas,98000
332,1174,Jacket Zara,84000
333,1843,Sneakers Puma,14000
334,95,Sneakers Gucci,57000
335,546,Handbag H&M,79000
336,420,Handbag Nike,88000
337,1272,Handbag Uniqlo,52000
338,313,Jacket H&M,99000
339,1997,Jacket H&M,97000
340,710,Sneakers H&M,56000
341,1351,Cap H&M,60000
342,1876,Hoodie Zara,97000
343,1858,Jacket Puma,25000
344,45,Hoodie Gucci,35000
345,216,Jeans Adidas,44000
346,159,Jeans Gucci,42000
347,41,Jeans Puma,75000
348,1402,TShirt Puma,84000
349,1796,TShirt Uniqlo,82000
350,541,Handbag LouisVuitton,94000
351,1611,Hoodie Zara,13000
352,956,TShirt Gucci,91000
353,563,Cap Gucci,91000
354,652,Jacket H&M,86000
355,289,Backpack Adidas,12000
356,1077,Backpack Uniqlo,20000
357,477,Jacket Uniqlo,95000
358,751,Jacket Puma,87000
359,930,Backpack Uniqlo,73000
360,1845,TShirt Gucci,85000
361,892,Handbag Nike,89000
362,1060,Backpack Nike,70000
363,1352,Sneakers Uniqlo,18000
364,1308,Hoodie LouisVuitton,23000
365,1494,TShirt Zara,39000
366,109,Cap Zara,69000
367,1242,Hoodie Zara,93000
368,1611,Jacket H&M,79000
369,1590,Jacket LouisVuitton,59000
370,1003,Jeans Uniqlo,11000
371,354,Sneakers Gucci,40000
372,1011,Jacket Uniqlo,35000
373,1268,TShirt Zara,37000
374,45,Backpack Gucci,56000
375,1303,Hoodie Zara,47000
376,979,TShirt Nike,33000
377,1112,Sneakers Adidas,51000
378,1076,Cap H&M,12000
379,1475,TShirt Nike,27000
380,1182,Cap Puma,21000
381,1930,TShirt Adidas,54000
382,465,Backpack Puma,43000
383,590,TShirt Uniqlo,11000
384,514,Hoodie Nike,48000
385,67,Jacket Puma,77000
386,756,Hoodie Uniqlo,52000
387,1072,TShirt H&M,65000
388,1536,Sneakers Zara,92000
389,988,Cap Gucci,71000
390,238,TShirt H&M,53000
391,82,Jacket LouisVuitton,58000
392,521,Cap Zara,86000
393,1341,Jacket LouisVuitton,94000
394,1391,TShirt Gucci,81000
395,1692,Jacket Adidas,42000
396,1006,Jacket Gucci,12000
397,1103,TShirt Nike,80000
398,632,Hoodie Nike,46000
399,1783,Backpack Uniqlo,50000
400,527,Backpack Puma,61000
401,1801,Handbag Adidas,44000
402,1769,Jacket Puma,35000
403,1963,Jacket Puma,18000
404,12,Backpack LouisVuitton,94000
405,1317,Cap Zara,31000
406,226,Handbag Adidas,59000
407,1265,Hoodie Gucci,25000
408,1222,Handbag Uniqlo,27000
409,1564,Handbag H&M,77000
410,421,Hoodie H&M,71000
411,1026,Backpack LouisVuitton,37000
412,1886,TShirt H&M,69000
413,1572,Jacket LouisVuitton,98000
414,1602,TShirt LouisVuitton,95000
415,725,Hoodie Adidas,12000
416,339,Jeans Adidas,11000
417,856,Sneakers LouisVuitton,40000
418,1096,TShirt Gucci,88000
419,1892,Cap Nike,30000
420,1015,Handbag Zara,20000
421,80,TShirt Zara,44000
422,682,Handbag Uniqlo,87000
423,710,Hoodie Nike,39000
424,1354,Handbag Gucci,62000
425,195,Backpack Adidas,25000
426,1782,TShirt Zara,73000
427,997,TShirt Puma,73000
428,1549,Jeans Puma,77000
429,107,Handbag Gucci,51000
430,911,Cap Puma,91000
431,344,Jacket Uniqlo,18000
432,111,Sneakers Uniqlo,13000
433,400,Jacket Adidas,88000
434,1603,Backpack Nike,93000
435,1625,Hoodie LouisVuitton,12000
436,2,Cap LouisVuitton,63000
437,1979,Cap LouisVuitton,99000
438,1140,Backpack Adidas,89000
439,480,Backpack LouisVuitton,32000
440,1574,Cap Zara,16000
441,36,Handbag Zara,51000
442,931,Hoodie Uniqlo,18000
443,1285,TShirt Adidas,36000
444,1355,Hoodie Nike,85000
445,3,Jeans Adidas,25000
446,1535,Backpack H&M,49000
447,1921,Cap Nike,21000
448,1794,Jacket Adidas,42000
449,930,TShirt Puma,77000
450,761,Handbag LouisVuitton,49000
451,252,Backpack Adidas,81000
452,1771,Cap LouisVuitton,35000
453,504,Cap Zara,21000
454,1650,Hoodie Adidas,92000
455,575,Backpack Uniqlo,11000
456,1880,Cap Zara,74000
457,414,Jacket Nike,34000
458,1194,Jacket Adidas,65000
459,1010,Jacket Puma,36000
460,1624,Sneakers Zara,16000
461,668,Handbag Uniqlo,91000
462,1826,Handbag Uniqlo,22000
463,862,Hoodie LouisVuitton,89000
464,252,Sneakers Zara,36000
465,1756,Hoodie Puma,72000
466,954,Jacket Adidas,30000
467,620,TShirt Gucci,35000
468,1844,Hoodie H&M,15000
469,1669,Cap H&M,58000
470,1811,Jacket LouisVuitton,19000
471,1923,Cap Puma,39000
472,1361,Handbag Adidas,71000
473,257,Handbag H&M,52000
474,1997,Cap Nike,15000
475,573,Sneakers Puma,68000
476,468,Handbag LouisVuitton,98000
477,1655,Hoodie Adidas,54000
478,585,Cap H&M,50000
479,1505,Jacket Nike,79000
480,701,Sneakers Adidas,52000
481,592,TShirt Adidas,70000
482,1638,Handbag Uniqlo,11000
483,633,Sneakers Puma,86000
484,860,Hoodie Adidas,56000
485,324,Jacket H&M,11000
486,1063,Cap Puma,56000
487,1228,Jacket Adidas,94000
488,978,TShirt Uniqlo,81000
489,1357,TShirt LouisVuitton,44000
490,475,Cap Adidas,76000
491,1108,Hoodie Uniqlo,82000
492,1536,Backpack LouisVuitton,56000
493,1474,Cap Gucci,24000
494,226,Backpack Zara,41000
495,713,Jacket LouisVuitton,46000
496,1765,TShirt Adidas,89000
497,268,TShirt Uniqlo,43000
498,174,Jeans LouisVuitton,62000
499,1811,TShirt Nike,41000
500,371,Jeans Adidas,70000
501,1252,Backpack Adidas,75000
502,1550,TShirt Uniqlo,94000
503,1083,Backpack Puma,87000
504,1130,Jeans Gucci,55000
505,1026,Jeans Adidas,71000
506,707,Jacket H&M,68000
507,153,Backpack Adidas,42000
508,1834,Jeans H&M,49000
509,1215,Hoodie Adidas,22000
510,975,Handbag LouisVuitton,70000
511,1798,Jacket Nike,39000
512,1684,Jacket Puma,97000
513,1554,Jeans Puma,86000
514,512,Jeans LouisVuitton,88000
515,1114,TShirt Adidas,62000
516,473,Jacket Adidas,12000
517,1893,Jeans Nike,95000
518,1176,Cap Uniqlo,66000
519,1694,Handbag Gucci,33000
520,617,Sneakers LouisVuitton,50000
521,832,Handbag Adidas,91000
522,1271,Handbag H&M,21000
523,571,Cap LouisVuitton,52000
524,836,Cap Uniqlo,41000
525,716,Handbag Zara,29000
526,1614,TShirt H&M,83000
527,760,Handbag H&M,87000
528,843,Handbag H&M,73000
529,1937,TShirt Adidas,56000
530,1150,Sneakers Uniqlo,31000
531,270,Backpack Uniqlo,40000
532,1422,Jeans Nike,11000
533,1847,Sneakers Gucci,42000
534,1702,Cap LouisVuitton,65000
535,823,TShirt Puma,29000
536,31,Hoodie H&M,60000
537,1432,Cap Nike,59000
538,1239,Sneakers Adidas,66000
539,393,Handbag LouisVuitton,86000
540,828,Jeans H&M,27000
541,11,Sneakers Zara,12000
542,689,Jacket Zara,91000
543,271,Jeans Uniqlo,74000
544,1208,TShirt Uniqlo,70000
545,969,Jeans Puma,65000
546,1046,Backpack Uniqlo,59000
547,1536,Cap Puma,31000
548,35,Jeans Puma,37000
549,603,Cap H&M,34000
550,918,TShirt Zara,41000
551,628,Jacket Gucci,50000
552,892,Hoodie Nike,12000
553,777,Cap Zara,32000
554,609,Handbag Uniqlo,75000
555,1333,Handbag Adidas,94000
556,308,Hoodie Gucci,90000
557,139,Jacket Nike,90000
558,1543,Jacket Zara,24000
559,683,Sneakers Uniqlo,42000
560,685,Sneakers H&M,73000
561,874,Jacket Nike,76000
562,698,Cap H&M,42000
563,1086,TShirt Uniqlo,93000
564,534,TShirt Adidas,45000
565,159,Jeans Adidas,10000
566,1626,TShirt Zara,69000
567,1543,Jeans LouisVuitton,72000
568,512,TShirt Puma,23000
569,770,Handbag Puma,36000
570,486,Jacket Uniqlo,43000
571,1039,Handbag Puma,81000
572,635,TShirt LouisVuitton,85000
573,1004,TShirt H&M,85000
574,1697,Cap Uniqlo,70000
575,1357,Sneakers LouisVuitton,18000
576,1321,Backpack LouisVuitton,11000
577,1125,Handbag Zara,16000
578,1177,Jacket H&M,15000
579,362,Hoodie Zara,29000
580,777,TShirt Zara,82000
581,1749,Jeans H&M,25000
582,1280,Hoodie Nike,64000
583,831,TShirt Puma,32000
584,1659,Hoodie Gucci,86000
585,5,Jeans Gucci,62000
586,631,Backpack Uniqlo,92000
587,21,Hoodie Puma,42000
588,417,Backpack Uniqlo,83000
589,14,Backpack Uniqlo,46000
590,301,Handbag Gucci,68000
591,1731,Backpack Puma,22000
592,540,Jacket Adidas,92000
593,1816,Backpack H&M,90000
594,195,Jeans Uniqlo,93000
595,579,Handbag LouisVuitton,86000
596,1978,Cap Uniqlo,69000
597,1228,Hoodie Nike,89000
598,1146,Sneakers H&M,33000
599,44,TShirt Nike,69000
600,302,Sneakers H&M,46000
601,1297,Cap H&M,83000
602,162,Jacket Puma,99000
603,1960,Sneakers H&M,49000
604,583,Cap Puma,92000
605,465,TShirt Nike,22000
606,1100,Hoodie LouisVuitton,89000
607,127,Handbag Puma,35000
608,582,Backpack Gucci,31000
609,421,Handbag Puma,83000
610,152,TShirt Adidas,33000
611,1545,Cap Puma,15000
612,1595,Backpack H&M,87000
613,1859,Hoodie Uniqlo,49000
614,711,Cap Nike,11000
615,1759,Jacket Gucci,99000
616,1335,Hoodie Gucci,71000
617,838,Jacket Nike,30000
618,585,Jacket Puma,68000
619,345,Cap Adidas,57000
620,939,Sneakers Puma,63000
621,1654,Cap Adidas,68000
622,303,Backpack LouisVuitton,60000
623,1344,Backpack Uniqlo,57000
624,1447,Handbag Nike,85000
625,1690,TShirt Adidas,23000
626,729,Sneakers Gucci,72000
627,460,TShirt Zara,43000
628,1099,Cap LouisVuitton,19000
629,1996,Jacket LouisVuitton,10000
630,1127,Jacket Adidas,80000
631,1446,TShirt Puma,37000
632,504,Cap Puma,68000
633,1909,Backpack Zara,58000
634,427,Jacket H&M,65000
635,838,Handbag Uniqlo,23000
636,479,Hoodie Uniqlo,51000
637,1787,Hoodie Zara,98000
638,772,Jeans Zara,12000
639,1989,Cap Adidas,36000
640,1215,Handbag LouisVuitton,30000
641,1177,Cap LouisVuitton,45000
642,868,Backpack Adidas,56000
643,1740,TShirt Puma,32000
644,1274,Hoodie Uniqlo,95000
645,38,Jeans Zara,35000
646,746,Backpack Uniqlo,95000
647,1794,TShirt Gucci,62000
648,1120,TShirt H&M,86000
649,556,TShirt Adidas,85000
650,1272,Backpack Puma,58000
651,1969,Backpack H&M,76000
652,353,Sneakers LouisVuitton,40000
653,1218,Hoodie Zara,69000
654,1725,TShirt Adidas,25000
655,609,Jacket Adidas,53000
656,1519,Sneakers Zara,81000
657,1425,Jeans LouisVuitton,30000
658,379,Cap Uniqlo,26000
659,1753,TShirt Adidas,13000
660,408,TShirt Nike,79000
661,530,Backpack H&M,53000
662,977,Sneakers Nike,47000
663,1348,Cap Puma,89000
664,287,TShirt Gucci,76000
665,1484,TShirt H&M,90000
666,336,Backpack Puma,73000
667,1209,TShirt Uniqlo,37000
668,1059,Jacket Uniqlo,89000
669,1642,Cap Uniqlo,28000
670,393,Cap Zara,38000
671,369,Handbag Zara,79000
672,389,Jeans Zara,29000
673,1554,Cap Puma,98000
674,556,Jacket Uniqlo,65000
675,820,Sneakers H&M,59000
676,582,Cap Uniqlo,73000
677,350,Backpack Nike,84000
678,1754,TShirt Nike,78000
679,1707,Jacket Gucci,71000
680,853,TShirt LouisVuitton,61000
681,262,Backpack Nike,58000
682,323,Hoodie Puma,14000
683,782,Sneakers Uniqlo,94000
684,1236,Sneakers Gucci,57000
685,339,Cap Adidas,39000
686,600,Cap Zara,40000
687,182,Backpack Zara,23000
688,1091,Sneakers LouisVuitton,66000
689,924,Handbag Zara,24000
690,905,Backpack Zara,69000
691,11,Backpack H&M,41000
692,1570,Backpack Gucci,44000
693,875,Hoodie Nike,98000
694,1223,Jeans Puma,71000
695,1991,Jeans LouisVuitton,80000
696,866,Sneakers H&M,89000
697,1625,Sneakers Gucci,44000
698,1474,Jacket H&M,54000
699,736,Sneakers Zara,14000
700,324,Jeans Gucci,83000
701,253,Hoodie Nike,72000
702,842,Jacket Adidas,58000
703,1808,Handbag Gucci,32000
704,1608,Jeans Uniqlo,35000
705,655,Backpack Nike,85000
706,1233,Hoodie H&M,63000
707,1088,Hoodie Zara,45000
708,1662,Sneakers Uniqlo,68000
709,1162,Jacket H&M,93000
710,1974,Backpack Adidas,95000
711,215,Sneakers Gucci,87000
712,1591,Sneakers Nike,70000
713,1861,Hoodie LouisVuitton,55000
714,299,Backpack H&M,62000
715,1759,Sneakers Gucci,62000
716,1891,Jacket Adidas,26000
717,520,Backpack LouisVuitton,43000
718,447,Sneakers Puma,29000
719,800,Sneakers Adidas,40000
720,1299,Jacket H&M,44000
721,1116,TShirt Zara,86000
722,196,Jeans Puma,74000
723,418,Hoodie Adidas,32000
724,1736,Backpack Adidas,64000
725,874,Backpack H&M,94000
726,1609,TShirt Adidas,31000
727,526,Backpack Adidas,27000
728,898,Sneakers Adidas,75000
729,346,Jeans Uniqlo,85000
730,1696,TShirt LouisVuitton,72000
731,780,Hoodie Gucci,56000
732,1169,Hoodie LouisVuitton,76000
733,1908,TShirt Puma,38000
734,1832,Cap Uniqlo,57000
735,837,Backpack Nike,48000
736,102,Backpack Uniqlo,75000
737,1505,Backpack Uniqlo,40000
738,274,Jacket Puma,67000
739,1089,Sneakers Nike,31000
740,962,Sneakers Zara,65000
741,1883,TShirt Gucci,93000
742,1503,Sneakers Uniqlo,54000
743,505,Cap Adidas,10000
744,53,TShirt Zara,58000
745,1752,TShirt Puma,99000
746,1967,Jeans Puma,13000
747,69,Jacket LouisVuitton,59000
748,447,Backpack Puma,36000
749,1169,Jacket LouisVuitton,35000
750,723,Hoodie Puma,76000
751,1438,Jacket Zara,41000
752,177,TShirt Puma,10000
753,1280,Jeans Puma,83000
754,844,Sneakers H&M,25000
755,61,Sneakers Puma,16000
756,1643,Sneakers Zara,45000
757,780,Sneakers Nike,85000
758,136,Jeans Adidas,68000
759,1177,TShirt Zara,63000
760,222,Jeans Zara,69000
761,703,Sneakers LouisVuitton,38000
762,762,Handbag Zara,68000
763,1852,Backpack Nike,62000
764,187,Backpack Zara,93000
765,768,Backpack LouisVuitton,45000
766,354,Jeans H&M,21000
767,1885,TShirt H&M,34000
768,818,TShirt Uniqlo,71000
769,504,Cap Nike,96000
770,1216,Sneakers Adidas,40000
771,934,Backpack H&M,41000
772,739,Handbag Adidas,29000
773,1952,TShirt Puma,68000
774,37,Handbag Nike,58000
775,143,Jeans Adidas,65000
776,1551,Hoodie Gucci,17000
777,159,Handbag Nike,40000
778,1808,TShirt Nike,94000
779,1344,Hoodie Zara,16000
780,1191,Cap Adidas,71000
781,2000,Jeans Puma,84000
782,452,Cap Nike,96000
783,289,Jeans Puma,12000
784,1338,TShirt Adidas,91000
785,153,Sneakers Zara,12000
786,944,Jacket H&M,55000
787,92,Jacket Adidas,64000
788,1594,Backpack Zara,14000
789,1668,Handbag Uniqlo,45000
790,692,Handbag Adidas,55000
791,457,Cap Adidas,61000
792,791,Jacket Adidas,61000
793,1305,Cap Gucci,94000
794,433,Backpack Zara,95000
795,832,Cap Uniqlo,79000
796,946,TShirt H&M,31000
797,1488,Cap Puma,19000
798,665,Jeans H&M,31000
799,1450,Jeans H&M,31000
800,1450,Hoodie Uniqlo,86000
801,643,Handbag Uniqlo,63000
802,1386,Hoodie Nike,77000
803,1648,Backpack LouisVuitton,95000
804,1633,Hoodie Uniqlo,82000
805,1225,Jeans Puma,56000
806,1206,Handbag H&M,61000
807,185,Jeans Uniqlo,34000
808,1494,Jacket Uniqlo,97000
809,1643,Hoodie H&M,79000
810,1534,TShirt Puma,52000
811,542,Hoodie Uniqlo,44000
812,907,Jacket Adidas,34000
813,242,Jeans Uniqlo,32000
814,1969,Sneakers Nike,25000
815,457,TShirt Gucci,90000
816,673,Sneakers Nike,84000
817,198,Cap H&M,44000
818,784,Cap Zara,32000
819,1648,Backpack Gucci,28000
820,1206,Backpack H&M,56000
821,1808,Backpack Adidas,13000
822,1148,Cap Puma,51000
823,622,Hoodie Puma,24000
824,173,Handbag Puma,20000
825,471,Handbag Uniqlo,95000
826,1157,Jeans Nike,30000
827,890,Backpack Zara,92000
828,1380,Jeans LouisVuitton,53000
829,1973,Cap Nike,24000
830,972,Backpack LouisVuitton,29000
831,1308,Sneakers Zara,94000
